Date: 12-28 at 03:04:11, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1417.35(16), mean: 2383.35, max: 2775.39
Date: 12-28 at 03:05:09, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1369.06(15), mean: 2313.36, max: 2814.43
Date: 12-28 at 03:06:11, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1344.61(15), mean: 2313.25, max: 2832.09
Date: 12-28 at 03:07:09, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1322.01(15), mean: 2124.55, max: 2771.93
Date: 12-28 at 03:08:12, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1294.95(15), mean: 2006.19, max: 2726.04
Date: 12-28 at 03:09:18, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1270.56(15), mean: 2003.47, max: 2764.38
Date: 12-28 at 03:10:19, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1262.40(15), mean: 1867.17, max: 2671.06
Date: 12-28 at 03:11:21, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1262.40(15), mean: 1764.12, max: 2648.23
Date: 12-28 at 03:12:27, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1262.40(15), mean: 1443.66, max: 2236.37
Date: 12-28 at 03:13:22, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1262.40(15), mean: 1435.77, max: 2174.57
Date: 12-28 at 03:14:30, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1230.05(15), mean: 1330.22, max: 1521.03
Date: 12-28 at 03:15:30, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1282.42, max: 1377.08
Date: 12-28 at 03:16:32, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1310.85, max: 1419.14
Date: 12-28 at 03:17:31, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1328.23, max: 1431.36
Date: 12-28 at 03:18:38, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1281.80, max: 1343.80
Date: 12-28 at 03:19:48, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1275.83, max: 1335.30
Date: 12-28 at 03:20:47, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1274.80, max: 1330.99
Date: 12-28 at 03:21:57, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1283.67, max: 1348.78
Date: 12-28 at 03:22:58, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1288.46, max: 1345.06
Date: 12-28 at 03:23:57, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1308.37, max: 1373.06
Date: 12-28 at 03:25:02, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1272.65, max: 1338.92
Date: 12-28 at 03:26:01, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1151.84, best obj: 1223.76(15), mean: 1262.93, max: 1335.18
