Date: 11-20 at 00:28:38, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1549.87(15), mean: 3283.07, max: 3827.40
Date: 11-20 at 00:30:02, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1377.26(15), mean: 3196.91, max: 3691.72
Date: 11-20 at 00:31:27, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1318.27(15), mean: 3094.12, max: 3725.86
Date: 11-20 at 00:32:54, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1238.82(15), mean: 2964.17, max: 3736.75
Date: 11-20 at 00:34:19, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1163.82(13), mean: 2815.54, max: 3500.13
Date: 11-20 at 00:35:45, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1080.14(13), mean: 2490.53, max: 3443.22
Date: 11-20 at 00:37:11, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1043.89(12), mean: 2261.70, max: 3238.82
Date: 11-20 at 00:38:37, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1041.35(12), mean: 1318.72, max: 1477.91
Date: 11-20 at 00:39:59, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1004.88(13), mean: 1185.64, max: 1428.83
Date: 11-20 at 00:41:18, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 1004.65(13), mean: 1174.71, max: 1426.60
Date: 11-20 at 00:42:39, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 998.53(13), mean: 1121.45, max: 1305.15
Date: 11-20 at 00:43:56, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 961.99(12), mean: 1028.50, max: 1210.67
Date: 11-20 at 00:45:14, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 961.96(12), mean: 1035.86, max: 1127.30
Date: 11-20 at 00:46:31, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 958.27(12), mean: 987.32, max: 1062.66
Date: 11-20 at 00:47:49, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 957.57(12), mean: 979.76, max: 1031.73
Date: 11-20 at 00:49:03, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 957.44(12), mean: 1019.65, max: 1080.95
Date: 11-20 at 00:50:22, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 957.44(12), mean: 1034.47, max: 1115.96
Date: 11-20 at 00:51:36, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 927.52(12), mean: 997.14, max: 1096.85
Date: 11-20 at 00:52:48, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 924.88(12), mean: 969.05, max: 1036.52
Date: 11-20 at 00:54:02, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.37(12), mean: 956.33, max: 1001.64
Date: 11-20 at 00:55:21, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.37(12), mean: 956.36, max: 1001.64
Date: 11-20 at 00:56:32, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 922.37(12), mean: 954.50, max: 1023.06
Date: 11-20 at 00:57:49, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 894.76(12), mean: 948.30, max: 999.05
Date: 11-20 at 00:59:04, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 894.76(11), mean: 946.06, max: 999.05
Date: 11-20 at 01:00:19, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 894.76(11), mean: 944.55, max: 999.05
Date: 11-20 at 01:01:34, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 894.76(11), mean: 944.55, max: 999.05
Date: 11-20 at 01:02:45, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 894.76(11), mean: 944.42, max: 1016.37
Date: 11-20 at 01:04:00, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 894.76(11), mean: 928.91, max: 961.58
Date: 11-20 at 01:05:15, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 894.76(11), mean: 916.68, max: 924.88
Date: 11-20 at 01:06:26, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 894.76(11), mean: 916.68, max: 924.88
Date: 11-20 at 01:07:38, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 910.21, max: 962.18
Date: 11-20 at 01:08:52, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 903.36, max: 924.88
Date: 11-20 at 01:10:06, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 901.40, max: 924.88
Date: 11-20 at 01:11:16, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 899.39, max: 924.88
Date: 11-20 at 01:12:28, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 863.02, max: 934.65
Date: 11-20 at 01:13:36, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 832.32, max: 855.72
Date: 11-20 at 01:14:50, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 830.71, max: 855.61
Date: 11-20 at 01:16:04, #particle: 15, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 11-20 at 01:17:14, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 11-20 at 01:18:29, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
Date: 11-20 at 01:19:42, #particle: 15, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.94, best obj: 828.94(10), mean: 828.94, max: 828.94
