Date: 01-23 at 16:35:49, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1265.52(13), mean: 2212.86, max: 2608.64
Date: 01-23 at 16:36:47, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1183.15(13), mean: 2035.47, max: 2574.02
Date: 01-23 at 16:37:46, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1176.08(13), mean: 1960.32, max: 2532.06
Date: 01-23 at 16:38:43, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1173.05(13), mean: 1965.00, max: 2513.09
Date: 01-23 at 16:39:41, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1155.35(13), mean: 1946.54, max: 2459.46
Date: 01-23 at 16:40:40, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1155.35(13), mean: 1927.58, max: 2419.19
Date: 01-23 at 16:41:40, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1115.82(13), mean: 1926.11, max: 2416.84
Date: 01-23 at 16:42:41, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1110.60(13), mean: 1855.69, max: 2326.82
Date: 01-23 at 16:43:45, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1110.60(13), mean: 1398.63, max: 2036.81
Date: 01-23 at 16:44:48, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1093.48(12), mean: 1149.69, max: 1226.82
Date: 01-23 at 16:45:47, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1079.43(12), mean: 1133.71, max: 1236.09
Date: 01-23 at 16:46:42, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1074.37(12), mean: 1183.28, max: 1266.77
Date: 01-23 at 16:47:36, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1074.37(12), mean: 1166.19, max: 1292.58
Date: 01-23 at 16:48:33, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1074.37(12), mean: 1198.74, max: 1348.51
Date: 01-23 at 16:49:30, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1060.70(11), mean: 1132.97, max: 1292.78
Date: 01-23 at 16:50:27, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1060.70(11), mean: 1096.29, max: 1179.30
Date: 01-23 at 16:51:20, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1060.70(11), mean: 1130.85, max: 1215.83
Date: 01-23 at 16:52:17, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1060.70(11), mean: 1114.08, max: 1154.93
Date: 01-23 at 16:53:14, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1060.70(11), mean: 1103.30, max: 1192.79
Date: 01-23 at 16:54:10, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1058.58(11), mean: 1958.02, max: 2366.79
Date: 01-23 at 16:55:08, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1058.58(11), mean: 1209.67, max: 1325.78
Date: 01-23 at 16:56:05, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1058.58(11), mean: 1262.11, max: 1387.10
Date: 01-23 at 16:57:01, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1058.58(11), mean: 1278.30, max: 1433.70
Date: 01-23 at 16:57:59, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1058.58(11), mean: 2080.23, max: 2557.31
Date: 01-23 at 16:58:59, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 953.63, best obj: 1058.58(11), mean: 1227.82, max: 1288.81
