Date: 03-06 at 02:37:09, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 671.19(2), mean: 1411.61, max: 2435.48
Date: 03-06 at 02:37:13, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 648.57(2), mean: 795.34, max: 1257.71
Date: 03-06 at 02:37:16, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 581.14(3), mean: 764.83, max: 1280.78
Date: 03-06 at 02:37:21, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 573.33(3), mean: 656.28, max: 717.26
Date: 03-06 at 02:37:26, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 573.33(3), mean: 627.12, max: 707.25
Date: 03-06 at 02:37:33, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 568.69(3), mean: 600.10, max: 635.87
Date: 03-06 at 02:37:39, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 568.69(3), mean: 591.85, max: 632.84
Date: 03-06 at 02:37:45, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 568.69(3), mean: 587.84, max: 630.07
Date: 03-06 at 02:37:51, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 568.69(3), mean: 584.44, max: 630.07
Date: 03-06 at 02:37:59, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 544.20(3), mean: 559.93, max: 568.69
Date: 03-06 at 02:38:04, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 514.14(3), mean: 555.40, max: 575.01
Date: 03-06 at 02:38:12, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(3), mean: 551.45, max: 574.92
Date: 03-06 at 02:38:21, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(3), mean: 552.65, max: 574.92
Date: 03-06 at 02:38:27, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 495.69, max: 522.04
Date: 03-06 at 02:38:34, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 480.44, max: 487.79
Date: 03-06 at 02:38:50, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 480.30, max: 485.63
Date: 03-06 at 02:39:03, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 2288.80, max: 2845.14
Date: 03-06 at 02:39:20, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 739.33, max: 881.68
Date: 03-06 at 02:39:34, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 637.84, max: 749.57
Date: 03-06 at 02:39:41, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 577.50, max: 675.32
Date: 03-06 at 02:40:00, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 2271.85, max: 2906.34
Date: 03-06 at 02:40:05, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 479.63(4), mean: 1105.62, max: 2056.20
