Date: 08-08 at 19:47:52, iter: 1, new3, Khoo: 1623.58, current_best: 1912.10 best obj: 1912.10(19) mean: 2777.12, max: 3125.91
Date: 08-08 at 19:50:22, iter: 2, new3, Khoo: 1623.58, current_best: 1820.99 best obj: 1820.99(18) mean: 2701.22, max: 3145.75
Date: 08-08 at 19:52:49, iter: 3, new3, Khoo: 1623.58, current_best: 1793.26 best obj: 1793.26(18) mean: 2573.27, max: 3198.97
Date: 08-08 at 19:55:40, iter: 4, new3, Khoo: 1623.58, current_best: 1792.49 best obj: 1792.49(18) mean: 1969.89, max: 2106.23
Date: 08-08 at 19:58:03, iter: 5, new3, Khoo: 1623.58, current_best: 1792.49 best obj: 1792.49(18) mean: 2021.11, max: 2174.12
Date: 08-08 at 20:00:29, iter: 6, new3, Khoo: 1623.58, current_best: 1792.49 best obj: 1792.49(18) mean: 2054.06, max: 2227.62
Date: 08-08 at 20:02:54, iter: 7, new3, Khoo: 1623.58, current_best: 1792.49 best obj: 1792.49(18) mean: 2125.35, max: 2313.01
Date: 08-08 at 20:05:23, iter: 9, new3, Khoo: 1623.58, current_best: 1792.49 best obj: 1792.49(18) mean: 2218.79, max: 2428.09
Date: 08-08 at 20:08:04, iter: 10, new3, Khoo: 1623.58, current_best: 1792.49 best obj: 1792.49(18) mean: 1957.77, max: 2306.97
Date: 08-08 at 20:10:20, iter: 11, new3, Khoo: 1623.58, current_best: 1792.49 best obj: 1792.49(18) mean: 2030.28, max: 2395.89
Date: 08-08 at 20:12:44, iter: 12, new3, Khoo: 1623.58, current_best: 1792.49 best obj: 1792.49(18) mean: 2068.08, max: 2355.93
Date: 08-08 at 20:15:31, iter: 13, new3, Khoo: 1623.58, current_best: 1784.70 best obj: 1784.70(19) mean: 1940.15, max: 2348.14
Date: 08-08 at 20:17:54, iter: 14, new3, Khoo: 1623.58, current_best: 1752.74 best obj: 1752.74(18) mean: 1946.13, max: 2142.72
Date: 08-08 at 20:20:19, iter: 15, new3, Khoo: 1623.58, current_best: 1751.06 best obj: 1751.06(18) mean: 1981.51, max: 2197.65
Date: 08-08 at 20:22:59, iter: 16, new3, Khoo: 1623.58, current_best: 1751.06 best obj: 1751.06(18) mean: 1829.47, max: 1932.47
Date: 08-08 at 20:25:34, iter: 17, new3, Khoo: 1623.58, current_best: 1749.93 best obj: 1749.93(18) mean: 1810.09, max: 1870.92
Date: 08-08 at 20:27:47, iter: 18, new3, Khoo: 1623.58, current_best: 1742.62 best obj: 1742.62(18) mean: 1862.74, max: 1940.06
Date: 08-08 at 20:30:15, iter: 19, new3, Khoo: 1623.58, current_best: 1740.94 best obj: 1740.94(18) mean: 1795.23, max: 1853.08
Date: 08-08 at 20:32:44, iter: 20, new3, Khoo: 1623.58, current_best: 1740.94 best obj: 1740.94(18) mean: 1809.81, max: 1899.81
Date: 08-08 at 20:35:08, iter: 21, new3, Khoo: 1623.58, current_best: 1740.94 best obj: 1740.94(18) mean: 1834.80, max: 1987.63
Date: 08-08 at 20:37:46, iter: 22, new3, Khoo: 1623.58, current_best: 1732.83 best obj: 1732.83(18) mean: 1793.12, max: 1913.12
Date: 08-08 at 20:40:01, iter: 23, new3, Khoo: 1623.58, current_best: 1732.83 best obj: 1732.83(18) mean: 1843.15, max: 1942.29
Date: 08-08 at 20:42:35, iter: 24, new3, Khoo: 1623.58, current_best: 1732.83 best obj: 1732.83(18) mean: 1808.89, max: 1943.09
Date: 08-08 at 20:45:02, iter: 25, new3, Khoo: 1623.58, current_best: 1732.83 best obj: 1732.83(18) mean: 1810.48, max: 1904.72
Date: 08-08 at 20:47:34, iter: 27, new3, Khoo: 1623.58, current_best: 1732.83 best obj: 1732.83(18) mean: 1851.58, max: 2091.08
Date: 08-08 at 20:50:02, iter: 28, new3, Khoo: 1623.58, current_best: 1732.83 best obj: 1732.83(18) mean: 1787.17, max: 2043.83
Date: 08-08 at 20:52:33, iter: 29, new3, Khoo: 1623.58, current_best: 1732.00 best obj: 1732.00(18) mean: 1777.98, max: 1931.63
Date: 08-08 at 20:54:58, iter: 30, new3, Khoo: 1623.58, current_best: 1722.15 best obj: 1722.15(18) mean: 1774.69, max: 1885.19
Date: 08-08 at 20:57:34, iter: 31, new3, Khoo: 1623.58, current_best: 1722.15 best obj: 1722.15(18) mean: 1778.20, max: 1898.41
Date: 08-08 at 21:00:03, iter: 32, new3, Khoo: 1623.58, current_best: 1722.15 best obj: 1722.15(18) mean: 1781.66, max: 1985.35
Date: 08-08 at 21:02:41, iter: 33, new3, Khoo: 1623.58, current_best: 1719.48 best obj: 1719.48(17) mean: 1760.94, max: 1900.58
Date: 08-08 at 21:05:00, iter: 34, new3, Khoo: 1623.58, current_best: 1719.48 best obj: 1719.48(17) mean: 1781.66, max: 1919.37
Date: 08-08 at 21:07:29, iter: 35, new3, Khoo: 1623.58, current_best: 1719.48 best obj: 1719.48(17) mean: 1752.68, max: 1896.27
Date: 08-08 at 21:09:54, iter: 36, new3, Khoo: 1623.58, current_best: 1719.48 best obj: 1719.48(17) mean: 1761.64, max: 1853.82
Date: 08-08 at 21:12:22, iter: 37, new3, Khoo: 1623.58, current_best: 1712.95 best obj: 1712.95(18) mean: 1745.02, max: 1816.30
Date: 08-08 at 21:14:36, iter: 38, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1764.50, max: 1824.39
Date: 08-08 at 21:17:06, iter: 39, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1733.99, max: 1777.36
Date: 08-08 at 21:19:28, iter: 40, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1737.50, max: 1837.79
Date: 08-08 at 21:21:51, iter: 41, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1739.40, max: 1857.59
Date: 08-08 at 21:24:26, iter: 43, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1749.73, max: 1896.96
Date: 08-08 at 21:26:51, iter: 44, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1742.50, max: 1831.59
Date: 08-08 at 21:29:14, iter: 45, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1737.32, max: 1781.44
Date: 08-08 at 21:31:41, iter: 46, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1755.60, max: 1851.92
Date: 08-08 at 21:34:20, iter: 48, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(17) mean: 1760.78, max: 2071.80
Date: 08-08 at 21:37:09, iter: 50, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1712.94(18) mean: 1760.93, max: 2135.62
Date: 08-08 at 21:39:40, iter: 51, new3, Khoo: 1623.58, current_best: 1712.94 best obj: 1825.24(18) mean: 1871.47, max: 2137.70
Date: 08-08 at 21:42:17, iter: 52, new3, Khoo: 1623.58, current_best: 1708.88 best obj: 1708.88(18) mean: 1833.83, max: 1964.72
Date: 08-08 at 21:44:41, iter: 53, new3, Khoo: 1623.58, current_best: 1708.87 best obj: 1708.87(17) mean: 1845.95, max: 1964.72
Date: 08-08 at 21:47:12, iter: 54, new3, Khoo: 1623.58, current_best: 1708.87 best obj: 1708.87(17) mean: 1832.20, max: 1964.72
Date: 08-08 at 21:49:45, iter: 55, new3, Khoo: 1623.58, current_best: 1708.87 best obj: 1708.87(17) mean: 1839.64, max: 1964.72
Date: 08-08 at 21:51:56, iter: 56, new3, Khoo: 1623.58, current_best: 1708.87 best obj: 1708.87(17) mean: 1885.39, max: 2019.57
Date: 08-08 at 21:54:32, iter: 58, new3, Khoo: 1623.58, current_best: 1708.87 best obj: 1708.87(17) mean: 1880.91, max: 2140.49
Date: 08-08 at 21:57:08, iter: 59, new3, Khoo: 1623.58, current_best: 1704.53 best obj: 1704.53(17) mean: 1839.01, max: 2116.89
Date: 08-08 at 21:59:40, iter: 60, new3, Khoo: 1623.58, current_best: 1704.53 best obj: 1704.53(17) mean: 1825.29, max: 1973.42
Date: 08-08 at 22:02:07, iter: 61, new3, Khoo: 1623.58, current_best: 1704.53 best obj: 1704.53(17) mean: 1829.50, max: 1984.36
Date: 08-08 at 22:04:33, iter: 62, new3, Khoo: 1623.58, current_best: 1704.53 best obj: 1704.53(17) mean: 1827.46, max: 1949.20
