Date: 01-03 at 02:22:56, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1492.70(12), mean: 3149.84, max: 3976.77
Date: 01-03 at 02:23:41, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1191.37(12), mean: 3098.59, max: 3873.08
Date: 01-03 at 02:24:24, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1132.81(12), mean: 2702.00, max: 3633.24
Date: 01-03 at 02:25:16, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1120.66(12), mean: 1310.40, max: 1452.49
Date: 01-03 at 02:26:06, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1110.75(12), mean: 1332.38, max: 1518.36
Date: 01-03 at 02:26:47, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1110.39(12), mean: 1399.79, max: 1578.92
Date: 01-03 at 02:27:42, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1110.39(12), mean: 1205.41, max: 1316.82
Date: 01-03 at 02:28:28, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1110.39(12), mean: 1280.14, max: 1404.22
Date: 01-03 at 02:29:12, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 1079.53(15), mean: 1259.21, max: 1373.66
Date: 01-03 at 02:30:03, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 999.57(13), mean: 1187.36, max: 1389.36
Date: 01-03 at 02:30:54, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 982.57(13), mean: 1119.11, max: 1222.40
Date: 01-03 at 02:31:36, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 962.79(13), mean: 1114.32, max: 1240.53
Date: 01-03 at 02:32:21, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 919.54(12), mean: 1140.06, max: 1291.88
Date: 01-03 at 02:33:07, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 919.54(12), mean: 1095.97, max: 1287.29
Date: 01-03 at 02:33:56, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 919.54(12), mean: 1048.50, max: 1328.49
Date: 01-03 at 02:34:42, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 919.54(12), mean: 1030.75, max: 1212.25
Date: 01-03 at 02:35:28, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 916.18(11), mean: 950.45, max: 1037.48
Date: 01-03 at 02:36:12, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 911.78(11), mean: 933.24, max: 990.43
Date: 01-03 at 02:36:58, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 923.98, max: 986.43
Date: 01-03 at 02:37:49, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 929.70, max: 987.51
Date: 01-03 at 02:38:35, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 919.75, max: 986.43
Date: 01-03 at 02:39:17, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 922.74, max: 986.43
Date: 01-03 at 02:40:01, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 914.92, max: 986.43
Date: 01-03 at 02:40:53, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 3287.02, max: 3722.55
Date: 01-03 at 02:41:47, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 1459.36, max: 1653.20
Date: 01-03 at 02:42:30, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 1449.23, max: 1638.53
Date: 01-03 at 02:43:14, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 1414.61, max: 1577.85
Date: 01-03 at 02:44:03, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 3153.65, max: 3713.65
Date: 01-03 at 02:44:51, #particle: 15, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07, best obj: 882.12(11), mean: 1301.11, max: 1463.28
