Date: 07-01 at 11:04:05, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1488.57(6) mean: 3263.73, max: 3822.17
Date: 07-01 at 11:04:51, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1382.59(6) mean: 2256.60, max: 3217.62
Date: 07-01 at 11:05:38, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1345.06(6) mean: 1950.62, max: 2659.19
Date: 07-01 at 11:06:31, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1339.79(6) mean: 1425.35, max: 1530.57
Date: 07-01 at 11:07:20, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1334.18(11) mean: 1376.77, max: 1489.87
Date: 07-01 at 11:08:19, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1296.39(9) mean: 1404.69, max: 1519.10
Date: 07-01 at 11:09:05, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1293.74(9) mean: 1432.91, max: 1507.58
Date: 07-01 at 11:10:03, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1266.67(11) mean: 1322.17, max: 1394.26
Date: 07-01 at 11:10:53, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1247.53(11) mean: 1330.76, max: 1365.93
Date: 07-01 at 11:11:54, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1244.25(11) mean: 1340.07, max: 1397.97
Date: 07-01 at 11:12:53, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1237.59(8) mean: 1305.38, max: 1419.22
Date: 07-01 at 11:13:49, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1230.14(8) mean: 1282.76, max: 1334.19
Date: 07-01 at 11:14:42, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1230.14(8) mean: 1275.51, max: 1362.80
Date: 07-01 at 11:15:38, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1230.14(8) mean: 1261.47, max: 1297.48
Date: 07-01 at 11:16:25, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1230.14(8) mean: 1271.12, max: 1331.36
Date: 07-01 at 11:17:17, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1230.14(8) mean: 1251.49, max: 1300.46
