Date: 07-01 at 14:37:49, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1582.40(7) mean: 3276.91, max: 3731.03
Date: 07-01 at 14:38:45, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1502.06(7) mean: 2544.62, max: 3431.32
Date: 07-01 at 14:39:43, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1439.65(7) mean: 2013.50, max: 2905.82
Date: 07-01 at 14:40:41, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1425.77(7) mean: 1768.42, max: 2494.89
Date: 07-01 at 14:41:35, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1391.87(11) mean: 1552.97, max: 1996.22
Date: 07-01 at 14:42:36, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1357.05(9) mean: 1409.31, max: 1445.34
Date: 07-01 at 14:43:40, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1355.64(9) mean: 1440.41, max: 1486.21
Date: 07-01 at 14:44:42, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1335.47(9) mean: 1467.87, max: 1524.69
Date: 07-01 at 14:45:40, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1329.95(9) mean: 1411.66, max: 1557.50
Date: 07-01 at 14:46:48, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1329.95(9) mean: 1412.77, max: 1473.87
Date: 07-01 at 14:47:46, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1321.73(9) mean: 1431.76, max: 1492.23
Date: 07-01 at 14:48:49, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1315.90(9) mean: 1388.59, max: 1454.09
Date: 07-01 at 14:49:48, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1308.50(9) mean: 1389.35, max: 1455.36
Date: 07-01 at 14:50:46, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1305.17(9) mean: 1422.27, max: 1486.12
Date: 07-01 at 14:51:39, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1294.35(9) mean: 1381.31, max: 1541.82
Date: 07-01 at 14:52:47, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1294.35(9) mean: 1360.73, max: 1428.16
Date: 07-01 at 14:53:43, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1294.35(9) mean: 1410.06, max: 1552.53
Date: 07-01 at 14:54:49, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1294.35(9) mean: 1337.94, max: 1475.14
Date: 07-01 at 14:55:52, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1268.89(11) mean: 1323.08, max: 1402.22
Date: 07-01 at 14:56:56, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1268.40(11) mean: 1332.20, max: 1447.74
Date: 07-01 at 14:58:08, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1256.85(10) mean: 1293.74, max: 1340.61
Date: 07-01 at 14:59:21, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1247.96(10) mean: 1299.22, max: 1340.61
Date: 07-01 at 15:00:26, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1247.96(10) mean: 1314.75, max: 1389.24
Date: 07-01 at 15:01:25, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1247.96(10) mean: 1333.20, max: 1447.45
Date: 07-01 at 15:02:22, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1247.96(10) mean: 1347.01, max: 1522.83
Date: 07-01 at 15:03:24, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1247.96(10) mean: 1323.02, max: 1449.15
Date: 07-01 at 15:04:29, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1244.98(10) mean: 1417.42, max: 1668.14
Date: 07-01 at 15:05:22, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1244.98(10) mean: 1431.72, max: 1693.87
Date: 07-01 at 15:06:17, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1144.48 best obj: 1228.91(9) mean: 1310.84, max: 1478.00
