Date: 11-26 at 02:05:35, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1308.37(14), mean: 3423.59, max: 4196.48
Date: 11-26 at 02:06:24, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1208.26(14), mean: 3339.15, max: 4090.07
Date: 11-26 at 02:07:14, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1148.66(13), mean: 3280.47, max: 4034.87
Date: 11-26 at 02:08:06, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1137.90(12), mean: 3008.43, max: 3782.25
Date: 11-26 at 02:09:03, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1117.46(12), mean: 2588.57, max: 3311.51
Date: 11-26 at 02:09:53, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1117.46(12), mean: 2508.04, max: 3209.73
Date: 11-26 at 02:10:47, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1117.46(12), mean: 2035.34, max: 2907.88
Date: 11-26 at 02:11:45, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1101.95(14), mean: 1785.63, max: 2814.35
Date: 11-26 at 02:12:41, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1100.70(14), mean: 1250.05, max: 1366.27
Date: 11-26 at 02:13:34, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1095.63(14), mean: 1231.30, max: 1394.29
Date: 11-26 at 02:14:28, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1095.63(14), mean: 1243.38, max: 1432.04
Date: 11-26 at 02:15:21, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1095.63(14), mean: 1191.15, max: 1438.65
Date: 11-26 at 02:16:15, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1095.63(14), mean: 1161.89, max: 1363.86
Date: 11-26 at 02:17:12, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1095.61(14), mean: 1142.00, max: 1189.64
Date: 11-26 at 02:18:04, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1070.92(13), mean: 1117.72, max: 1167.04
Date: 11-26 at 02:18:58, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1122.19, max: 1201.25
Date: 11-26 at 02:19:55, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1095.95, max: 1124.80
Date: 11-26 at 02:20:47, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1092.30, max: 1117.40
Date: 11-26 at 02:21:38, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1113.54, max: 1186.14
Date: 11-26 at 02:22:35, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1102.50, max: 1156.13
Date: 11-26 at 02:23:28, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1098.51, max: 1152.92
Date: 11-26 at 02:24:21, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1095.08, max: 1127.97
Date: 11-26 at 02:25:12, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1122.94, max: 1133.36
Date: 11-26 at 02:26:10, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1112.33, max: 1131.50
Date: 11-26 at 02:27:04, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1100.04, max: 1128.31
Date: 11-26 at 02:28:00, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 828.94, best obj: 1063.00(13), mean: 1101.75, max: 1174.43
