Date: 08-31 at 10:59:02, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1209.97(10), mean: 3027.57, max: 3522.95
Date: 08-31 at 10:59:59, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1050.07(8), mean: 2684.68, max: 3289.12
Date: 08-31 at 11:01:06, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1021.40(8), mean: 2288.45, max: 3277.99
Date: 08-31 at 11:02:06, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1006.17(7), mean: 1998.48, max: 3196.12
Date: 08-31 at 11:02:59, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1002.23(7), mean: 1755.79, max: 2783.27
Date: 08-31 at 11:03:59, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1000.73(7), mean: 1446.82, max: 2772.28
Date: 08-31 at 11:04:53, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1000.73(7), mean: 1140.60, max: 1273.59
Date: 08-31 at 11:05:49, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1000.73(7), mean: 1066.61, max: 1136.47
Date: 08-31 at 11:06:46, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1000.73(7), mean: 1089.05, max: 1178.79
Date: 08-31 at 11:07:47, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 1000.73(7), mean: 1056.04, max: 1154.51
Date: 08-31 at 11:08:53, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 996.65(9), mean: 1176.91, max: 1370.18
Date: 08-31 at 11:09:43, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 992.89(9), mean: 1084.71, max: 1243.44
Date: 08-31 at 11:10:37, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 985.75(8), mean: 1037.19, max: 1116.72
Date: 08-31 at 11:11:36, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 984.10(8), mean: 1045.90, max: 1154.37
Date: 08-31 at 11:12:25, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 984.10(8), mean: 1083.80, max: 1147.96
Date: 08-31 at 11:13:21, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 984.10(8), mean: 1113.52, max: 1196.30
Date: 08-31 at 11:14:16, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 984.10(8), mean: 1066.99, max: 1221.78
Date: 08-31 at 11:15:12, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 961.90(8), mean: 1030.64, max: 1178.60
Date: 08-31 at 11:16:05, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 960.87(8), mean: 998.43, max: 1071.14
Date: 08-31 at 11:16:53, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 960.87(8), mean: 1021.44, max: 1126.32
Date: 08-31 at 11:17:52, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 960.87(8), mean: 987.47, max: 1035.39
Date: 08-31 at 11:18:46, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 960.87(8), mean: 1002.16, max: 1073.80
Date: 08-31 at 11:19:44, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 859.39, best obj: 954.17(7), mean: 972.81, max: 994.98
