Date: 07-06 at 23:04:57, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1463.78(18) mean: 2410.95, max: 2954.09
Date: 07-06 at 23:06:48, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1404.70(17) mean: 2200.17, max: 2917.78
Date: 07-06 at 23:08:28, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1391.78(17) mean: 2011.78, max: 2919.38
Date: 07-06 at 23:10:12, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1391.78(17) mean: 1940.39, max: 2890.46
Date: 07-06 at 23:12:07, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1385.35(18) mean: 1461.57, max: 1615.74
Date: 07-06 at 23:13:42, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1369.40(18) mean: 1485.26, max: 1651.42
Date: 07-06 at 23:15:14, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1367.55(18) mean: 1505.19, max: 1672.91
Date: 07-06 at 23:16:55, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1367.55(18) mean: 1527.06, max: 1690.66
Date: 07-06 at 23:18:44, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1294.96(17) mean: 1474.94, max: 1633.40
Date: 07-06 at 23:20:26, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1278.12(16) mean: 1471.66, max: 1684.74
Date: 07-06 at 23:22:10, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1510.09, max: 1726.24
Date: 07-06 at 23:24:05, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1385.77, max: 1516.11
Date: 07-06 at 23:25:45, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1420.66, max: 1566.31
Date: 07-06 at 23:27:29, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1390.44, max: 1495.91
Date: 07-06 at 23:29:08, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1427.72, max: 1565.97
Date: 07-06 at 23:30:57, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1427.25, max: 1600.97
Date: 07-06 at 23:32:49, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1360.29, max: 1408.05
Date: 07-06 at 23:34:36, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1363.10, max: 1441.03
Date: 07-06 at 23:36:19, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1361.66, max: 1430.36
Date: 07-06 at 23:38:01, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1343.12, max: 1400.98
Date: 07-06 at 23:39:41, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1376.55, max: 1445.14
Date: 07-06 at 23:41:26, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1357.49, max: 1437.73
Date: 07-06 at 23:43:05, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1358.45, max: 1431.41
Date: 07-06 at 23:44:58, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1345.31, max: 1387.60
Date: 07-06 at 23:46:44, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1341.83, max: 1414.64
Date: 07-06 at 23:48:23, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1345.01, max: 1462.45
Date: 07-06 at 23:50:17, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1329.42, max: 1387.91
Date: 07-06 at 23:51:59, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1328.75, max: 1387.91
Date: 07-06 at 23:53:38, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1331.67, max: 1391.24
Date: 07-06 at 23:55:18, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1326.10, max: 1425.88
Date: 07-06 at 23:57:02, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1323.35, max: 1438.77
Date: 07-06 at 23:58:46, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1323.58, max: 1452.75
Date: 07-07 at 00:00:30, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1306.43, max: 1374.64
Date: 07-07 at 00:02:16, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1308.38, max: 1380.51
Date: 07-07 at 00:03:54, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1309.64, max: 1372.88
Date: 07-07 at 00:05:25, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1347.06, max: 1415.12
Date: 07-07 at 00:07:09, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.96(16) mean: 1308.65, max: 1360.61
Date: 07-07 at 00:08:47, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1309.63, max: 1362.05
Date: 07-07 at 00:10:33, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1303.68, max: 1345.53
Date: 07-07 at 00:12:16, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1302.67, max: 1355.95
Date: 07-07 at 00:13:55, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1304.44, max: 1397.58
Date: 07-07 at 00:15:38, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1303.56, max: 1358.43
Date: 07-07 at 00:17:31, iter: 43, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1296.84, max: 1328.40
Date: 07-07 at 00:19:11, iter: 44, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1297.05, max: 1329.94
Date: 07-07 at 00:20:43, iter: 45, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1315.38, max: 1378.19
Date: 07-07 at 00:22:36, iter: 46, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1297.03, max: 1318.13
Date: 07-07 at 00:24:13, iter: 47, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1296.39, max: 1318.13
Date: 07-07 at 00:25:47, iter: 48, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1292.42, max: 1325.80
Date: 07-07 at 00:27:26, iter: 49, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1288.36, max: 1318.13
Date: 07-07 at 00:29:07, iter: 50, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1288.25, max: 1318.13
Date: 07-07 at 00:30:46, iter: 51, fix: false, local: false, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.54(16) mean: 1289.83, max: 1338.11
