Date: 07-02 at 23:46:12, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1946.20(18) mean: 2829.48, max: 3232.43
Date: 07-02 at 23:47:48, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1838.62(19) mean: 2507.86, max: 3223.15
Date: 07-02 at 23:49:23, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1801.68(19) mean: 2461.95, max: 3230.48
Date: 07-02 at 23:50:58, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1800.30(19) mean: 2329.92, max: 3227.27
Date: 07-02 at 23:52:24, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1800.30(19) mean: 2348.75, max: 3164.47
Date: 07-02 at 23:53:57, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1800.30(19) mean: 2375.37, max: 3201.95
Date: 07-02 at 23:55:35, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1800.30(19) mean: 2359.38, max: 3209.57
Date: 07-02 at 23:57:12, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1800.30(19) mean: 2199.30, max: 2945.62
Date: 07-02 at 23:58:57, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1768.43(19) mean: 2114.72, max: 3058.08
Date: 07-03 at 00:00:32, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1759.49(18) mean: 2025.78, max: 2820.48
Date: 07-03 at 00:02:03, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1757.66(18) mean: 2037.08, max: 2813.49
Date: 07-03 at 00:03:37, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1757.66(18) mean: 2032.89, max: 2865.63
Date: 07-03 at 00:05:13, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1757.66(18) mean: 1942.18, max: 2251.31
Date: 07-03 at 00:06:52, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1734.97(19) mean: 1853.37, max: 1989.30
Date: 07-03 at 00:08:29, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 1842.26, max: 1997.78
Date: 07-03 at 00:10:04, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 1896.47, max: 2051.66
Date: 07-03 at 00:11:35, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 1954.98, max: 2117.30
Date: 07-03 at 00:13:00, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 1991.69, max: 2151.69
Date: 07-03 at 00:14:30, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 2034.94, max: 2211.19
Date: 07-03 at 00:16:14, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 2102.15, max: 2383.40
Date: 07-03 at 00:17:50, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 1989.31, max: 2389.91
Date: 07-03 at 00:19:33, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 1872.50, max: 2204.46
Date: 07-03 at 00:21:06, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 1818.83, max: 1912.97
Date: 07-03 at 00:22:42, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1731.62(19) mean: 1893.98, max: 2102.55
