Date: 07-02 at 17:05:55, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1943.58(19) mean: 2787.32, max: 3232.86
Date: 07-02 at 17:07:08, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1873.85(19) mean: 2763.77, max: 3271.32
Date: 07-02 at 17:08:22, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1858.27(18) mean: 2799.19, max: 3283.13
Date: 07-02 at 17:09:38, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1857.86(18) mean: 2637.19, max: 3319.72
Date: 07-02 at 17:10:53, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1857.86(18) mean: 2560.84, max: 3324.56
Date: 07-02 at 17:12:09, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1857.86(18) mean: 2358.13, max: 3277.81
Date: 07-02 at 17:13:30, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1804.91(19) mean: 1998.64, max: 2136.89
Date: 07-02 at 17:14:40, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1776.92(19) mean: 2073.79, max: 2221.04
Date: 07-02 at 17:15:55, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 2002.53, max: 2280.75
Date: 07-02 at 17:17:11, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1948.15, max: 2325.85
Date: 07-02 at 17:18:22, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1949.69, max: 2323.16
Date: 07-02 at 17:19:40, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1896.87, max: 2135.17
Date: 07-02 at 17:20:46, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1932.71, max: 2196.12
Date: 07-02 at 17:21:52, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 2017.66, max: 2188.69
Date: 07-02 at 17:23:10, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1875.58, max: 1928.17
Date: 07-02 at 17:24:15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1925.51, max: 1983.27
Date: 07-02 at 17:25:28, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1951.90, max: 2059.19
Date: 07-02 at 17:26:46, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1941.74, max: 2140.78
Date: 07-02 at 17:27:58, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1932.19, max: 2091.52
Date: 07-02 at 17:29:20, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1849.58, max: 2050.38
Date: 07-02 at 17:30:37, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1845.79, max: 1934.26
Date: 07-02 at 17:31:56, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.91(18) mean: 1882.52, max: 2066.70
Date: 07-02 at 17:33:15, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1769.09(18) mean: 1883.89, max: 2108.28
Date: 07-02 at 17:34:21, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1768.48(18) mean: 1931.76, max: 2151.23
Date: 07-02 at 17:35:32, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1768.48(18) mean: 1880.48, max: 2023.76
Date: 07-02 at 17:36:38, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1768.48(18) mean: 1951.82, max: 2092.99
Date: 07-02 at 17:37:59, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1768.48(18) mean: 1870.58, max: 1954.64
Date: 07-02 at 17:39:18, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1768.48(18) mean: 1842.20, max: 1902.17
Date: 07-02 at 17:40:34, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1768.48(18) mean: 1894.40, max: 2071.40
Date: 07-02 at 17:41:45, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1768.48(18) mean: 1884.39, max: 2087.31
Date: 07-02 at 17:43:05, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1760.28(19) mean: 1865.51, max: 2123.64
Date: 07-02 at 17:44:19, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1756.54(18) mean: 1903.99, max: 2153.85
Date: 07-02 at 17:45:38, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1756.24(18) mean: 1925.76, max: 2249.82
Date: 07-02 at 17:47:01, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1756.24(18) mean: 1818.87, max: 1958.33
Date: 07-02 at 17:48:24, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1756.24(18) mean: 1812.72, max: 1868.79
Date: 07-02 at 17:49:51, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1756.24(18) mean: 1808.96, max: 1860.75
Date: 07-02 at 17:51:16, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1756.24(18) mean: 1826.15, max: 1911.44
Date: 07-02 at 17:52:49, iter: 43, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1753.55(18) mean: 1842.30, max: 1999.58
Date: 07-02 at 17:54:17, iter: 44, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1753.55(18) mean: 1813.21, max: 1898.88
Date: 07-02 at 17:55:48, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1753.44(17) mean: 1793.72, max: 1861.58
Date: 07-02 at 17:57:19, iter: 46, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1744.23(17) mean: 1807.42, max: 1879.44
Date: 07-02 at 17:58:53, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1744.23(17) mean: 1790.83, max: 1855.92
Date: 07-02 at 18:00:20, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1744.23(17) mean: 1826.05, max: 1901.22
Date: 07-02 at 18:01:40, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1744.23(17) mean: 1781.94, max: 1855.47
Date: 07-02 at 18:02:48, iter: 50, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1744.23(17) mean: 1828.68, max: 1906.06
Date: 07-02 at 18:04:19, iter: 52, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1744.23(17) mean: 1823.14, max: 1988.28
