Date: 07-08 at 12:17:22, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 1356.96(13) mean: 3141.42, max: 3965.80
Date: 07-08 at 12:18:00, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 1211.54(12) mean: 2600.87, max: 3838.01
Date: 07-08 at 12:18:38, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 1151.89(12) mean: 2337.84, max: 3497.76
Date: 07-08 at 12:19:22, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 1095.32(13) mean: 1246.04, max: 1394.81
Date: 07-08 at 12:20:01, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 1021.76(13) mean: 1188.19, max: 1324.84
Date: 07-08 at 12:20:35, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 998.12(13) mean: 1258.30, max: 1413.01
Date: 07-08 at 12:21:12, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 991.00(13) mean: 1200.55, max: 1403.00
Date: 07-08 at 12:21:50, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 960.63(13) mean: 1169.36, max: 1437.56
Date: 07-08 at 12:22:31, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 941.61(13) mean: 1066.45, max: 1371.37
Date: 07-08 at 12:23:12, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 916.83(12) mean: 1020.85, max: 1172.66
Date: 07-08 at 12:23:55, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 916.83(12) mean: 987.80, max: 1088.82
Date: 07-08 at 12:24:32, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 916.66(12) mean: 999.55, max: 1112.32
Date: 07-08 at 12:25:13, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 901.20(12) mean: 980.52, max: 1107.08
Date: 07-08 at 12:25:49, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 1001.51, max: 1150.42
Date: 07-08 at 12:26:26, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 1011.34, max: 1186.01
Date: 07-08 at 12:27:08, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 972.80, max: 1098.47
Date: 07-08 at 12:27:51, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 966.31, max: 1095.24
Date: 07-08 at 12:28:32, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 957.92, max: 1100.66
Date: 07-08 at 12:29:15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 944.87, max: 1076.33
Date: 07-08 at 12:29:59, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 943.10, max: 1075.91
Date: 07-08 at 12:30:44, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 942.92, max: 1073.20
Date: 07-08 at 12:31:27, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 964.82, max: 1064.45
Date: 07-08 at 12:32:15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.91(12) mean: 956.12, max: 1064.45
Date: 07-08 at 12:32:57, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.38(12) mean: 942.13, max: 1064.04
Date: 07-08 at 12:33:36, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 862.11(11) mean: 958.67, max: 1029.41
Date: 07-08 at 12:34:19, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.90(11) mean: 912.97, max: 974.23
Date: 07-08 at 12:35:01, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.90(11) mean: 899.84, max: 974.23
Date: 07-08 at 12:35:44, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 895.56, max: 974.23
Date: 07-08 at 12:36:27, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 893.15, max: 974.23
Date: 07-08 at 12:37:10, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 915.70, max: 984.44
Date: 07-08 at 12:37:54, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 873.36, max: 933.90
Date: 07-08 at 12:38:39, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 863.14, max: 881.19
Date: 07-08 at 12:39:24, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.28, max: 860.90
Date: 07-08 at 12:40:11, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.28, max: 860.90
Date: 07-08 at 12:40:58, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.28, max: 860.90
Date: 07-08 at 12:41:45, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 868.64, max: 892.10
Date: 07-08 at 12:42:35, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 866.47, max: 891.38
Date: 07-08 at 12:43:25, iter: 38, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:44:17, iter: 39, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:45:08, iter: 40, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:46:01, iter: 41, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:46:56, iter: 42, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:47:53, iter: 43, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:48:46, iter: 44, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:49:33, iter: 45, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:50:22, iter: 46, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:51:12, iter: 47, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:52:01, iter: 48, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:52:53, iter: 49, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:53:43, iter: 50, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:54:35, iter: 51, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:55:27, iter: 52, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:56:20, iter: 53, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:57:15, iter: 54, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:58:11, iter: 55, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 12:59:07, iter: 56, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:00:05, iter: 57, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:01:03, iter: 58, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:02:03, iter: 59, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:03:05, iter: 60, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:04:08, iter: 61, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:05:12, iter: 62, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:06:17, iter: 63, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:07:23, iter: 64, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:08:31, iter: 65, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:09:39, iter: 66, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:10:49, iter: 67, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:12:00, iter: 68, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:13:13, iter: 69, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:14:26, iter: 70, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:15:42, iter: 71, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:16:58, iter: 72, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:18:16, iter: 73, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:19:35, iter: 74, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:20:56, iter: 75, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:22:18, iter: 76, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:23:39, iter: 77, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 860.11, max: 860.11
Date: 07-08 at 13:25:06, iter: 79, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 1960.92, max: 3574.77
Date: 07-08 at 13:26:35, iter: 80, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 1056.03, max: 1404.32
Date: 07-08 at 13:27:55, iter: 81, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 998.70, max: 1230.61
Date: 07-08 at 13:29:04, iter: 82, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 976.36, max: 1235.51
Date: 07-08 at 13:30:14, iter: 83, fix: false, local: false, cut car: false, new generate: true, Khoo: 828.07 best obj: 860.11(11) mean: 967.55, max: 1207.43
