Date: 07-17 at 21:03:38, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 1035.88(8) mean: 2490.23, max: 4163.25
Date: 07-17 at 21:04:26, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 894.09(7) mean: 1620.22, max: 3664.45
Date: 07-17 at 21:05:12, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 805.68(8) mean: 971.98, max: 1090.07
Date: 07-17 at 21:05:59, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 770.59(8) mean: 1001.96, max: 1124.83
Date: 07-17 at 21:06:48, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 740.32(7) mean: 1020.45, max: 1162.56
Date: 07-17 at 21:07:33, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 726.63(6) mean: 850.32, max: 1034.96
Date: 07-17 at 21:08:18, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 696.44(6) mean: 810.65, max: 1042.84
Date: 07-17 at 21:09:05, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 696.44(5) mean: 769.76, max: 833.20
Date: 07-17 at 21:09:50, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 696.44(5) mean: 757.19, max: 866.62
Date: 07-17 at 21:10:34, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 693.19(5) mean: 741.07, max: 878.23
Date: 07-17 at 21:11:17, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 672.06(5) mean: 736.63, max: 840.73
Date: 07-17 at 21:11:59, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(5) mean: 697.38, max: 710.19
Date: 07-17 at 21:12:42, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 674.50, max: 679.99
Date: 07-17 at 21:13:23, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 676.58, max: 711.25
Date: 07-17 at 21:14:06, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 671.95, max: 679.83
Date: 07-17 at 21:14:46, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 671.95, max: 679.83
Date: 07-17 at 21:15:29, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:16:12, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:16:52, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:17:35, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:18:20, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:19:02, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:19:43, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:20:32, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:21:11, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:21:59, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:22:39, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:23:22, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:24:09, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:24:49, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
Date: 07-17 at 21:25:30, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.29 best obj: 641.87(4) mean: 641.87, max: 641.87
