Date: 07-07 at 14:23:27, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1467.32(17) mean: 2581.51, max: 2967.25
Date: 07-07 at 14:24:43, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1430.46(17) mean: 2282.99, max: 2891.62
Date: 07-07 at 14:26:08, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1416.30(16) mean: 2049.53, max: 2929.06
Date: 07-07 at 14:27:43, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1357.14(17) mean: 1490.78, max: 1736.55
Date: 07-07 at 14:29:21, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1353.71(17) mean: 1511.00, max: 1772.16
Date: 07-07 at 14:30:47, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1320.23(16) mean: 1534.28, max: 1785.00
Date: 07-07 at 14:32:20, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1260.86(15) mean: 1563.00, max: 1811.83
Date: 07-07 at 14:33:53, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1570.17, max: 1862.53
Date: 07-07 at 14:35:24, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1493.17, max: 1861.15
Date: 07-07 at 14:37:04, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1339.63, max: 1416.06
Date: 07-07 at 14:38:34, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1337.53, max: 1441.66
Date: 07-07 at 14:39:55, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1409.77, max: 1509.45
Date: 07-07 at 14:41:35, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1397.24, max: 1530.48
Date: 07-07 at 14:43:07, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1346.46, max: 1537.37
Date: 07-07 at 14:44:33, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1374.12, max: 1600.55
Date: 07-07 at 14:45:59, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1426.99, max: 1674.10
Date: 07-07 at 14:47:37, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1367.92, max: 1511.46
Date: 07-07 at 14:49:07, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1257.56(15) mean: 1341.15, max: 1415.05
