Date: 07-07 at 19:11:06, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1442.06(17) mean: 2573.56, max: 2979.25
Date: 07-07 at 19:12:34, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1401.26(17) mean: 2429.76, max: 2979.78
Date: 07-07 at 19:14:04, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1392.79(16) mean: 1861.52, max: 2841.94
Date: 07-07 at 19:15:36, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1307.83(16) mean: 1586.20, max: 2777.29
Date: 07-07 at 19:16:59, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1288.61(16) mean: 1546.75, max: 2756.87
Date: 07-07 at 19:18:22, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.93(16) mean: 1461.06, max: 1568.98
Date: 07-07 at 19:19:55, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.93(16) mean: 1369.49, max: 1440.21
Date: 07-07 at 19:21:13, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.93(16) mean: 1410.91, max: 1490.46
Date: 07-07 at 19:22:52, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.93(16) mean: 1356.94, max: 1438.16
Date: 07-07 at 19:24:05, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.93(16) mean: 1376.38, max: 1466.89
Date: 07-07 at 19:25:36, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.93(16) mean: 1380.70, max: 1571.26
Date: 07-07 at 19:27:06, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.09(16) mean: 1334.17, max: 1440.33
Date: 07-07 at 19:28:28, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.09(16) mean: 1350.72, max: 1476.53
Date: 07-07 at 19:29:54, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.09(16) mean: 1373.68, max: 1494.60
Date: 07-07 at 19:31:16, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1280.09(16) mean: 1331.31, max: 1462.49
Date: 07-07 at 19:32:44, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1279.64(16) mean: 1308.81, max: 1339.83
Date: 07-07 at 19:34:10, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1273.56(16) mean: 1357.37, max: 1395.62
Date: 07-07 at 19:35:35, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1273.56(16) mean: 1329.19, max: 1409.59
Date: 07-07 at 19:36:58, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1263.78(15) mean: 1319.34, max: 1440.89
Date: 07-07 at 19:38:33, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1263.78(15) mean: 1318.93, max: 1483.66
Date: 07-07 at 19:39:51, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1261.48(15) mean: 1353.92, max: 1560.88
Date: 07-07 at 19:41:25, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.63(15) mean: 1301.10, max: 1364.82
Date: 07-07 at 19:42:47, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.63(15) mean: 1285.77, max: 1323.78
Date: 07-07 at 19:44:03, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.63(15) mean: 1296.10, max: 1328.79
Date: 07-07 at 19:45:28, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.63(15) mean: 1319.92, max: 1399.40
Date: 07-07 at 19:47:01, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.63(15) mean: 1303.62, max: 1358.08
Date: 07-07 at 19:48:27, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1258.49(15) mean: 1296.41, max: 1378.88
Date: 07-07 at 19:49:49, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1253.42(15) mean: 1303.83, max: 1355.18
Date: 07-07 at 19:51:19, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1253.42(15) mean: 1286.70, max: 1325.00
Date: 07-07 at 19:52:34, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1253.42(15) mean: 1334.94, max: 1385.40
Date: 07-07 at 19:53:51, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1253.42(15) mean: 1384.56, max: 1429.65
Date: 07-07 at 19:55:21, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1253.42(15) mean: 1289.11, max: 1328.25
Date: 07-07 at 19:56:55, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1339.44, max: 1508.61
Date: 07-07 at 19:58:08, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1284.73, max: 1345.23
Date: 07-07 at 19:59:24, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1280.68, max: 1314.75
Date: 07-07 at 20:01:02, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1280.11, max: 1313.63
Date: 07-07 at 20:02:21, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1363.99, max: 1636.16
Date: 07-07 at 20:03:42, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1325.93, max: 1607.18
Date: 07-07 at 20:05:10, iter: 43, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1316.91, max: 1434.35
Date: 07-07 at 20:06:28, iter: 44, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1306.72, max: 1388.71
Date: 07-07 at 20:07:59, iter: 46, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1343.18, max: 1586.99
Date: 07-07 at 20:09:27, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1326.63, max: 1600.29
Date: 07-07 at 20:10:51, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1312.31, max: 1605.10
Date: 07-07 at 20:12:27, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1270.69, max: 1324.87
Date: 07-07 at 20:14:00, iter: 51, fix: false, local: false, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1241.08(15) mean: 1288.42, max: 1528.17
