Date: 01-15 at 11:48:13, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1315.43(16), mean: 2161.19, max: 2906.28
Date: 01-15 at 11:49:18, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1193.71(14), mean: 2171.58, max: 2923.52
Date: 01-15 at 11:50:24, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1184.16(14), mean: 2061.31, max: 2832.37
Date: 01-15 at 11:51:32, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1182.23(14), mean: 2070.68, max: 2820.76
Date: 01-15 at 11:52:40, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1182.23(14), mean: 1904.04, max: 2714.85
Date: 01-15 at 11:53:51, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1182.23(14), mean: 1332.33, max: 1441.53
Date: 01-15 at 11:54:55, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1182.23(14), mean: 1359.30, max: 1478.81
Date: 01-15 at 11:56:02, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1182.23(14), mean: 1300.67, max: 1475.70
Date: 01-15 at 11:57:08, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1182.23(14), mean: 1387.82, max: 1643.02
Date: 01-15 at 11:58:13, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1182.23(14), mean: 1387.01, max: 1603.55
Date: 01-15 at 11:59:19, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1182.23(14), mean: 1282.69, max: 1489.04
Date: 01-15 at 12:00:24, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1157.55(13), mean: 1214.48, max: 1266.41
Date: 01-15 at 12:01:31, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1157.47(13), mean: 1251.44, max: 1310.39
Date: 01-15 at 12:02:32, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1157.47(13), mean: 1282.43, max: 1364.90
Date: 01-15 at 12:03:38, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1157.47(13), mean: 1314.35, max: 1410.67
Date: 01-15 at 12:04:42, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1157.47(13), mean: 1296.91, max: 1455.80
Date: 01-15 at 12:05:48, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1157.47(13), mean: 1214.65, max: 1256.73
Date: 01-15 at 12:06:54, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1155.59(13), mean: 1290.84, max: 1493.25
Date: 01-15 at 12:07:56, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1148.94(13), mean: 1315.08, max: 1518.71
Date: 01-15 at 12:09:04, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1072.12, best obj: 1148.94(13), mean: 1199.04, max: 1341.64
