Date: 12-24 at 16:11:54, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 1336.49(4), mean: 3151.67, max: 4013.42
Date: 12-24 at 16:12:24, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 1040.77(8), mean: 2295.74, max: 3411.65
Date: 12-24 at 16:13:10, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 936.85(6), mean: 2227.34, max: 3245.51
Date: 12-24 at 16:13:48, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 922.65(6), mean: 1855.95, max: 2841.26
Date: 12-24 at 16:14:22, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 919.29(6), mean: 1862.19, max: 2847.02
Date: 12-24 at 16:14:57, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 919.29(6), mean: 1417.27, max: 2069.30
Date: 12-24 at 16:15:32, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 919.29(6), mean: 1396.47, max: 2037.45
Date: 12-24 at 16:16:11, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 880.53(5), mean: 952.21, max: 1023.00
Date: 12-24 at 16:16:42, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 880.53(5), mean: 942.18, max: 973.64
Date: 12-24 at 16:17:17, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 880.53(5), mean: 941.43, max: 972.43
Date: 12-24 at 16:17:50, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.49, best obj: 880.53(5), mean: 919.05, max: 988.62
