Date: 07-20 at 13:47:37, #particle: 30, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1825.67(22), mean: 2601.81, max: 2806.75
Date: 07-20 at 13:49:52, #particle: 30, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1753.68(22), mean: 2559.54, max: 2852.35
Date: 07-20 at 13:52:13, #particle: 30, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1753.68(22), mean: 2473.07, max: 2888.21
Date: 07-20 at 13:54:20, #particle: 30, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1753.68(22), mean: 2386.57, max: 2844.44
Date: 07-20 at 13:56:44, #particle: 30, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1753.68(22), mean: 2318.53, max: 2826.01
Date: 07-20 at 13:58:55, #particle: 30, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1753.68(22), mean: 2316.53, max: 2781.50
Date: 07-20 at 14:01:14, #particle: 30, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1732.82(23), mean: 2202.08, max: 2805.99
Date: 07-20 at 14:03:37, #particle: 30, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 2143.11, max: 2811.40
Date: 07-20 at 14:05:56, #particle: 30, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 1900.53, max: 2051.67
Date: 07-20 at 14:08:24, #particle: 30, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 1857.51, max: 2068.06
Date: 07-20 at 14:10:38, #particle: 30, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 1870.65, max: 2108.45
Date: 07-20 at 14:13:04, #particle: 30, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 1855.21, max: 2159.88
Date: 07-20 at 14:15:19, #particle: 30, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 1866.50, max: 2182.15
Date: 07-20 at 14:17:30, #particle: 30, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 1886.54, max: 2219.65
Date: 07-20 at 14:19:58, #particle: 30, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 1833.74, max: 1998.38
Date: 07-20 at 14:22:21, #particle: 30, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1729.09(23), mean: 1811.69, max: 2020.00
Date: 07-20 at 14:24:41, #particle: 30, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1712.68(22), mean: 1804.15, max: 1916.52
Date: 07-20 at 14:26:53, #particle: 30, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1707.03(22), mean: 1823.46, max: 1913.30
Date: 07-20 at 14:29:06, #particle: 30, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1707.03(22), mean: 1802.79, max: 1908.64
Date: 07-20 at 14:31:39, #particle: 30, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1700.91(22), mean: 1772.25, max: 1893.96
Date: 07-20 at 14:34:12, #particle: 30, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1613.59, best obj: 1700.91(22), mean: 1752.96, max: 1793.07
