Date: 07-12 at 04:35:42, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1376.46(13) mean: 3393.28, max: 3974.27
Date: 07-12 at 04:36:39, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1266.12(13) mean: 2937.10, max: 3731.93
Date: 07-12 at 04:37:37, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1166.98(13) mean: 2940.60, max: 3714.64
Date: 07-12 at 04:38:41, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1162.23(13) mean: 2868.14, max: 3589.06
Date: 07-12 at 04:39:37, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1153.74(13) mean: 2576.36, max: 3381.66
Date: 07-12 at 04:40:43, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1153.74(13) mean: 1319.39, max: 1450.17
Date: 07-12 at 04:41:43, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1141.77(12) mean: 1353.77, max: 1571.17
Date: 07-12 at 04:42:41, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1064.09(13) mean: 1216.58, max: 1503.99
Date: 07-12 at 04:43:42, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1021.64(12) mean: 1149.69, max: 1220.75
Date: 07-12 at 04:44:33, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1018.40(12) mean: 1143.40, max: 1243.20
Date: 07-12 at 04:45:33, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1018.40(12) mean: 1095.71, max: 1259.91
Date: 07-12 at 04:46:29, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 1018.40(12) mean: 1091.51, max: 1290.47
Date: 07-12 at 04:47:23, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 989.35(13) mean: 1085.41, max: 1170.11
Date: 07-12 at 04:48:22, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.50(12) mean: 1061.62, max: 1168.98
Date: 07-12 at 04:49:18, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.50(12) mean: 1067.02, max: 1158.16
Date: 07-12 at 04:50:12, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.50(12) mean: 1064.83, max: 1185.21
Date: 07-12 at 04:51:10, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.50(12) mean: 1055.99, max: 1131.42
Date: 07-12 at 04:52:11, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 828.94 best obj: 930.50(12) mean: 1044.81, max: 1115.21
