Date: 01-14 at 18:31:46, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 1303.34(5), mean: 3167.41, max: 3776.31
Date: 01-14 at 18:32:18, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 941.73(7), mean: 2010.52, max: 2751.79
Date: 01-14 at 18:33:13, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 820.73(5), mean: 2017.27, max: 2770.99
Date: 01-14 at 18:33:54, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 790.53(5), mean: 1441.59, max: 2293.79
Date: 01-14 at 18:34:32, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 785.95(5), mean: 1116.54, max: 1687.86
Date: 01-14 at 18:35:11, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 785.91(5), mean: 964.04, max: 1421.04
Date: 01-14 at 18:35:52, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 764.49(5), mean: 834.72, max: 914.06
Date: 01-14 at 18:36:29, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 764.49(5), mean: 799.76, max: 910.35
Date: 01-14 at 18:36:54, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 764.49(5), mean: 827.21, max: 896.79
Date: 01-14 at 18:37:32, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 764.49(5), mean: 808.02, max: 919.49
Date: 01-14 at 18:38:12, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 764.49(5), mean: 784.31, max: 833.64
Date: 01-14 at 18:38:54, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 751.00(5), mean: 3052.70, max: 3461.87
Date: 01-14 at 18:39:33, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 751.00(5), mean: 2153.41, max: 2958.77
Date: 01-14 at 18:40:16, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 751.00(5), mean: 1058.71, max: 1303.26
Date: 01-14 at 18:40:55, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 751.00(5), mean: 1083.14, max: 1315.47
Date: 01-14 at 18:41:38, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 751.00(5), mean: 2759.53, max: 3474.20
Date: 01-14 at 18:42:06, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56, best obj: 751.00(5), mean: 1367.13, max: 1960.71
