Date: 11-24 at 05:55:27, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1172.48(12), mean: 2165.90, max: 2546.08
Date: 11-24 at 05:56:08, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1124.43(12), mean: 2156.49, max: 2544.85
Date: 11-24 at 05:56:53, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1111.83(12), mean: 2119.70, max: 2453.76
Date: 11-24 at 05:57:40, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1105.99(12), mean: 2054.90, max: 2323.98
Date: 11-24 at 05:58:26, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1105.99(12), mean: 1998.54, max: 2313.08
Date: 11-24 at 05:59:11, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1105.99(12), mean: 1982.34, max: 2287.84
Date: 11-24 at 06:00:03, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1105.99(12), mean: 1558.72, max: 2181.86
Date: 11-24 at 06:00:53, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1105.99(13), mean: 1328.59, max: 2001.39
Date: 11-24 at 06:01:40, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1093.04(12), mean: 1202.33, max: 1359.01
Date: 11-24 at 06:02:31, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1076.89(12), mean: 1151.26, max: 1236.33
Date: 11-24 at 06:03:11, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1076.89(12), mean: 1156.19, max: 1222.37
Date: 11-24 at 06:03:56, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1063.09(12), mean: 1167.69, max: 1275.45
Date: 11-24 at 06:04:43, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1050.47(13), mean: 1182.93, max: 1271.68
Date: 11-24 at 06:05:30, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1105.07, max: 1159.77
Date: 11-24 at 06:06:14, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1152.38, max: 1208.31
Date: 11-24 at 06:07:01, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1187.32, max: 1256.23
Date: 11-24 at 06:07:48, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1105.27, max: 1158.36
Date: 11-24 at 06:08:33, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1137.43, max: 1195.24
Date: 11-24 at 06:09:21, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1973.24, max: 2445.07
Date: 11-24 at 06:10:14, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1213.45, max: 1276.22
Date: 11-24 at 06:10:54, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1247.12, max: 1315.06
Date: 11-24 at 06:11:40, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1172.50, max: 1315.99
Date: 11-24 at 06:12:27, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1951.52, max: 2219.99
Date: 11-24 at 06:13:17, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 953.63, best obj: 1044.04(12), mean: 1227.18, max: 1345.02
