Date: 01-06 at 06:06:22, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1495.70(13), mean: 3262.13, max: 3887.68
Date: 01-06 at 06:07:20, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1359.68(12), mean: 3193.70, max: 3779.27
Date: 01-06 at 06:08:20, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1229.59(15), mean: 2701.93, max: 3703.74
Date: 01-06 at 06:09:19, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1204.25(15), mean: 2347.50, max: 3516.04
Date: 01-06 at 06:10:20, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1166.77(14), mean: 2206.30, max: 3167.08
Date: 01-06 at 06:11:20, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1160.89(14), mean: 2157.77, max: 2997.83
Date: 01-06 at 06:12:22, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1135.76(14), mean: 1270.50, max: 1397.99
Date: 01-06 at 06:13:20, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1133.48(14), mean: 1331.20, max: 1472.81
Date: 01-06 at 06:14:21, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1133.12(14), mean: 1328.61, max: 1499.43
Date: 01-06 at 06:15:19, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1121.13(15), mean: 1340.13, max: 1544.31
Date: 01-06 at 06:16:20, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1058.13(14), mean: 1386.75, max: 1578.54
Date: 01-06 at 06:17:22, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1053.06(14), mean: 1305.63, max: 1571.16
Date: 01-06 at 06:18:26, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1053.06(14), mean: 1174.33, max: 1292.90
Date: 01-06 at 06:19:28, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1053.06(14), mean: 1166.58, max: 1316.56
Date: 01-06 at 06:20:27, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1053.06(14), mean: 1207.64, max: 1385.77
Date: 01-06 at 06:21:28, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 1053.06(14), mean: 1149.63, max: 1239.80
Date: 01-06 at 06:22:30, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 958.63(13), mean: 1212.76, max: 1536.14
Date: 01-06 at 06:23:32, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 957.70(13), mean: 1136.20, max: 1462.88
Date: 01-06 at 06:24:28, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 957.32(13), mean: 1166.54, max: 1461.64
Date: 01-06 at 06:25:27, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 954.55(13), mean: 1127.31, max: 1490.54
Date: 01-06 at 06:26:25, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 942.10(12), mean: 1185.22, max: 1555.31
Date: 01-06 at 06:27:25, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07, best obj: 918.56(12), mean: 1064.40, max: 1261.25
