Date: 07-10 at 00:48:33, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1568.56(16) mean: 3326.81, max: 4226.39
Date: 07-10 at 00:49:29, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1176.94(13) mean: 3300.22, max: 4203.97
Date: 07-10 at 00:50:13, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1145.92(13) mean: 2656.27, max: 3587.47
Date: 07-10 at 00:51:02, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1145.79(13) mean: 2318.75, max: 3404.33
Date: 07-10 at 00:51:54, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1098.36(14) mean: 1821.26, max: 2918.56
Date: 07-10 at 00:52:46, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1079.06(14) mean: 1778.06, max: 2969.59
Date: 07-10 at 00:53:34, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1074.62(14) mean: 1625.39, max: 2741.80
Date: 07-10 at 00:54:32, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1065.82(14) mean: 1428.30, max: 2636.17
Date: 07-10 at 00:55:24, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1057.45(14) mean: 1177.05, max: 1413.94
Date: 07-10 at 00:56:14, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 1049.32(14) mean: 1154.39, max: 1244.79
Date: 07-10 at 00:57:01, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 989.58(12) mean: 1194.85, max: 1313.23
Date: 07-10 at 00:57:50, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 977.43(12) mean: 1144.46, max: 1301.46
Date: 07-10 at 00:58:38, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 977.43(12) mean: 1054.76, max: 1139.72
Date: 07-10 at 00:59:25, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 977.43(12) mean: 1062.58, max: 1139.73
Date: 07-10 at 01:00:14, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 977.43(12) mean: 1035.84, max: 1093.99
Date: 07-10 at 01:01:02, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 977.43(12) mean: 1032.98, max: 1087.90
Date: 07-10 at 01:01:49, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 977.43(12) mean: 1043.41, max: 1103.46
Date: 07-10 at 01:02:37, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 977.43(12) mean: 1062.41, max: 1140.45
Date: 07-10 at 01:03:28, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 976.18(12) mean: 1039.37, max: 1096.52
Date: 07-10 at 01:04:11, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 972.13(12) mean: 1070.34, max: 1158.31
Date: 07-10 at 01:05:04, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 967.84(12) mean: 1044.48, max: 1131.02
Date: 07-10 at 01:05:50, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 951.12(12) mean: 1001.82, max: 1111.35
Date: 07-10 at 01:06:37, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 951.12(12) mean: 1006.97, max: 1099.04
Date: 07-10 at 01:07:26, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 942.78(12) mean: 950.20, max: 958.92
Date: 07-10 at 01:08:12, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 942.33(12) mean: 949.30, max: 953.02
Date: 07-10 at 01:09:01, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 942.33(12) mean: 949.30, max: 953.02
Date: 07-10 at 01:09:49, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 942.33(12) mean: 976.49, max: 982.49
Date: 07-10 at 01:10:42, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 929.22(13) mean: 961.85, max: 982.48
Date: 07-10 at 01:11:31, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 900.51(12) mean: 971.23, max: 985.66
Date: 07-10 at 01:12:16, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.86(12) mean: 944.77, max: 956.89
Date: 07-10 at 01:12:58, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 935.23, max: 957.38
Date: 07-10 at 01:13:49, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 911.77, max: 931.04
Date: 07-10 at 01:14:41, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 904.84, max: 923.31
Date: 07-10 at 01:15:24, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 902.07, max: 914.07
Date: 07-10 at 01:16:13, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.13, max: 904.30
Date: 07-10 at 01:17:05, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:17:56, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:18:41, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:19:31, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:20:22, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:21:15, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:21:59, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:22:43, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:23:34, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:24:20, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:25:05, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.10, max: 904.30
Date: 07-10 at 01:25:46, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 924.75, max: 931.38
Date: 07-10 at 01:26:36, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 904.62, max: 929.19
Date: 07-10 at 01:27:30, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 901.74, max: 929.86
Date: 07-10 at 01:28:14, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 899.74(12) mean: 899.80, max: 900.67
Date: 07-10 at 01:29:07, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(12) mean: 894.19, max: 899.74
Date: 07-10 at 01:29:59, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 894.02, max: 899.74
Date: 07-10 at 01:30:44, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 893.73, max: 899.74
Date: 07-10 at 01:31:33, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:32:19, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:33:05, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:33:57, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:34:44, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:35:33, iter: 59, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:36:17, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:37:06, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:37:53, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:38:44, iter: 63, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:39:29, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:40:24, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:41:07, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:41:59, iter: 67, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:42:53, iter: 68, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:43:51, iter: 69, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:44:39, iter: 70, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:45:23, iter: 71, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:46:16, iter: 72, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:47:00, iter: 73, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:47:52, iter: 74, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:48:37, iter: 75, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:49:31, iter: 76, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:50:14, iter: 77, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:51:03, iter: 78, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:51:51, iter: 79, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:52:35, iter: 80, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:53:25, iter: 81, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:54:09, iter: 82, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:54:54, iter: 83, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:55:42, iter: 84, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:56:29, iter: 85, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:57:14, iter: 86, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:58:02, iter: 87, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:58:45, iter: 88, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 01:59:33, iter: 89, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 02:00:23, iter: 90, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 02:01:14, iter: 91, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 02:02:10, iter: 92, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 02:02:57, iter: 93, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 02:03:41, iter: 94, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
Date: 07-10 at 02:04:33, iter: 95, fix: false, local: true, cut car: false, new generate: true, Khoo: 828.07 best obj: 868.47(11) mean: 868.47, max: 868.47
