Date: 12-04 at 09:03:23, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1238.86(16), mean: 2216.71, max: 2820.13
Date: 12-04 at 09:04:17, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1136.33(15), mean: 2213.00, max: 2816.85
Date: 12-04 at 09:05:15, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1114.66(14), mean: 2217.36, max: 2787.72
Date: 12-04 at 09:06:13, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1114.66(14), mean: 2153.18, max: 2650.88
Date: 12-04 at 09:07:08, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1114.66(14), mean: 1866.15, max: 2519.49
Date: 12-04 at 09:08:07, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1114.66(14), mean: 1727.14, max: 2519.98
Date: 12-04 at 09:09:13, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1114.66(14), mean: 1225.20, max: 1318.83
Date: 12-04 at 09:10:07, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.54(13), mean: 1302.59, max: 1494.34
Date: 12-04 at 09:11:02, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.36(13), mean: 1314.31, max: 1529.61
Date: 12-04 at 09:11:56, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.36(13), mean: 1309.19, max: 1477.29
Date: 12-04 at 09:12:49, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.36(13), mean: 1271.41, max: 1443.69
Date: 12-04 at 09:13:45, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.36(13), mean: 1303.43, max: 1505.53
Date: 12-04 at 09:14:44, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.36(13), mean: 1175.56, max: 1423.10
Date: 12-04 at 09:15:42, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.36(13), mean: 1292.27, max: 1562.55
Date: 12-04 at 09:16:37, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.36(13), mean: 1283.93, max: 1571.73
Date: 12-04 at 09:17:24, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1097.36(13), mean: 1294.47, max: 1503.72
Date: 12-04 at 09:18:18, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1093.93(13), mean: 1280.66, max: 1556.48
Date: 12-04 at 09:19:15, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1079.70(12), mean: 1267.93, max: 1538.30
Date: 12-04 at 09:20:13, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1072.51(12), mean: 1133.26, max: 1192.99
Date: 12-04 at 09:21:07, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1070.21(12), mean: 1167.29, max: 1228.98
Date: 12-04 at 09:22:02, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1070.21(12), mean: 1181.28, max: 1270.42
Date: 12-04 at 09:22:55, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1070.21(12), mean: 1171.66, max: 1284.07
Date: 12-04 at 09:23:52, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1070.21(12), mean: 1161.35, max: 1312.03
Date: 12-04 at 09:24:46, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1070.21(12), mean: 1132.55, max: 1192.58
Date: 12-04 at 09:25:37, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1070.21(12), mean: 1286.07, max: 1406.84
Date: 12-04 at 09:26:36, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1061.24(12), mean: 1216.78, max: 1461.69
Date: 12-04 at 09:27:24, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1060.86(12), mean: 1188.40, max: 1415.62
Date: 12-04 at 09:28:18, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1060.86(12), mean: 1210.23, max: 1440.87
Date: 12-04 at 09:29:14, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1060.86(12), mean: 1235.45, max: 1443.81
Date: 12-04 at 09:30:09, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1060.86(12), mean: 1165.10, max: 1257.17
Date: 12-04 at 09:31:06, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1060.86(12), mean: 1154.96, max: 1288.31
Date: 12-04 at 09:32:00, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1060.86(12), mean: 1276.44, max: 1567.88
Date: 12-04 at 09:32:53, #particle: 15, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1213.82, max: 1598.58
Date: 12-04 at 09:33:48, #particle: 15, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1249.54, max: 1638.75
Date: 12-04 at 09:34:44, #particle: 15, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1104.18, max: 1165.85
Date: 12-04 at 09:35:37, #particle: 15, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1132.02, max: 1211.75
Date: 12-04 at 09:36:36, #particle: 15, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1106.95, max: 1245.65
Date: 12-04 at 09:37:28, #particle: 15, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1175.26, max: 1325.09
Date: 12-04 at 09:38:19, #particle: 15, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1193.76, max: 1347.98
Date: 12-04 at 09:39:14, #particle: 15, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1168.34, max: 1386.01
Date: 12-04 at 09:40:02, #particle: 15, iter: 46, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1159.00, max: 1361.24
Date: 12-04 at 09:40:59, #particle: 15, iter: 48, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1163.05, max: 1349.44
Date: 12-04 at 09:41:53, #particle: 15, iter: 49, fix: false, local: false, cut car: true, new generate: false, Khoo: 974.24, best obj: 1054.37(12), mean: 1153.62, max: 1358.69
