Date: 07-06 at 22:04:00, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1508.26(5) mean: 2525.11, max: 3411.58
Date: 07-06 at 22:04:50, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1442.29(5) mean: 2239.71, max: 2962.68
Date: 07-06 at 22:06:06, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1342.16(10) mean: 2163.22, max: 2841.20
Date: 07-06 at 22:07:16, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1261.88(9) mean: 2115.60, max: 2694.64
Date: 07-06 at 22:08:08, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1256.69(9) mean: 1909.12, max: 2581.78
Date: 07-06 at 22:09:14, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1245.56(10) mean: 1633.26, max: 2311.32
Date: 07-06 at 22:10:27, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1207.96(10) mean: 1616.72, max: 2275.06
Date: 07-06 at 22:11:33, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1203.39(10) mean: 1460.60, max: 2022.77
Date: 07-06 at 22:12:54, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1203.39(10) mean: 1287.71, max: 1351.93
Date: 07-06 at 22:14:04, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1203.39(10) mean: 1276.35, max: 1382.98
Date: 07-06 at 22:15:13, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1195.44(10) mean: 1258.34, max: 1381.76
Date: 07-06 at 22:16:09, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1194.90(10) mean: 1290.58, max: 1365.63
Date: 07-06 at 22:17:27, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1194.90(10) mean: 1314.23, max: 1409.10
Date: 07-06 at 22:18:34, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1177.28(9) mean: 1217.32, max: 1393.62
Date: 07-06 at 22:20:07, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1174.16(9) mean: 1213.11, max: 1415.91
Date: 07-06 at 22:21:23, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.67(9) mean: 1221.17, max: 1423.83
Date: 07-06 at 22:22:31, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.67(9) mean: 1181.14, max: 1227.03
Date: 07-06 at 22:23:45, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.67(9) mean: 1176.50, max: 1191.97
Date: 07-06 at 22:24:57, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.67(9) mean: 1182.31, max: 1223.89
Date: 07-06 at 22:26:03, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.67(9) mean: 1175.78, max: 1191.97
Date: 07-06 at 22:27:12, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.67(9) mean: 1396.20, max: 1497.80
Date: 07-06 at 22:28:20, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.67(9) mean: 1264.15, max: 1473.69
Date: 07-06 at 22:29:34, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.10(8) mean: 1215.53, max: 1299.95
Date: 07-06 at 22:30:48, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.10(8) mean: 1194.11, max: 1238.52
Date: 07-06 at 22:31:40, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.10(8) mean: 1245.38, max: 1369.85
Date: 07-06 at 22:32:55, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.10(8) mean: 1211.35, max: 1331.86
Date: 07-06 at 22:34:06, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.10(8) mean: 1199.57, max: 1259.22
Date: 07-06 at 22:35:17, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.10(8) mean: 1389.70, max: 1590.28
Date: 07-06 at 22:36:28, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.10(8) mean: 1244.66, max: 1298.74
Date: 07-06 at 22:37:28, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1173.10(8) mean: 1230.13, max: 1304.91
Date: 07-06 at 22:38:39, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1168.45(8) mean: 1222.20, max: 1355.26
Date: 07-06 at 22:39:56, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1168.45(8) mean: 1231.94, max: 1390.57
Date: 07-06 at 22:41:11, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1159.07(10) mean: 1208.07, max: 1301.40
Date: 07-06 at 22:42:15, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1149.53(9) mean: 1249.74, max: 1336.32
Date: 07-06 at 22:43:27, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1149.53(9) mean: 1254.33, max: 1366.36
Date: 07-06 at 22:44:44, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1149.53(9) mean: 1202.25, max: 1297.66
Date: 07-06 at 22:45:53, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1117.37(9) mean: 1167.10, max: 1277.61
Date: 07-06 at 22:47:07, iter: 40, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1097.83(9) mean: 1156.45, max: 1202.15
Date: 07-06 at 22:48:15, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.54(9) mean: 1151.60, max: 1195.15
Date: 07-06 at 22:49:25, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.54(9) mean: 1150.36, max: 1195.09
Date: 07-06 at 22:50:35, iter: 43, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.54(9) mean: 1217.78, max: 1280.74
Date: 07-06 at 22:51:54, iter: 44, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1096.54(9) mean: 1178.48, max: 1296.31
Date: 07-06 at 22:53:04, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1094.33(9) mean: 1145.99, max: 1210.72
Date: 07-06 at 22:54:16, iter: 46, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1090.75(9) mean: 1141.00, max: 1197.06
Date: 07-06 at 22:55:32, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1090.75(9) mean: 1140.38, max: 1196.36
Date: 07-06 at 22:56:38, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1090.75(9) mean: 1140.42, max: 1196.41
Date: 07-06 at 22:57:45, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1090.75(9) mean: 1165.34, max: 1239.88
Date: 07-06 at 22:58:40, iter: 50, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1090.75(9) mean: 1113.50, max: 1159.17
Date: 07-06 at 22:59:51, iter: 52, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1090.75(9) mean: 1315.90, max: 1482.39
Date: 07-06 at 23:01:01, iter: 53, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1090.75(9) mean: 1169.61, max: 1488.06
Date: 07-06 at 23:02:16, iter: 54, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1142.49, max: 1255.02
Date: 07-06 at 23:03:12, iter: 55, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1136.68, max: 1256.15
Date: 07-06 at 23:04:24, iter: 56, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1165.40, max: 1289.87
Date: 07-06 at 23:05:19, iter: 57, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1116.36, max: 1167.35
Date: 07-06 at 23:06:26, iter: 58, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1146.32, max: 1208.46
Date: 07-06 at 23:07:30, iter: 60, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1328.11, max: 1597.55
Date: 07-06 at 23:08:36, iter: 61, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1212.89, max: 1446.66
Date: 07-06 at 23:09:39, iter: 62, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1198.78, max: 1436.13
Date: 07-06 at 23:10:55, iter: 63, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1128.84, max: 1206.24
Date: 07-06 at 23:12:03, iter: 65, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1377.56, max: 1669.13
Date: 07-06 at 23:12:54, iter: 66, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1084.26(8) mean: 1201.34, max: 1421.15
Date: 07-06 at 23:14:07, iter: 67, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1080.30(8) mean: 1184.10, max: 1414.12
Date: 07-06 at 23:15:08, iter: 68, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1206.61, max: 1469.41
Date: 07-06 at 23:16:18, iter: 69, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1159.92, max: 1356.52
Date: 07-06 at 23:17:17, iter: 70, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1146.06, max: 1329.47
Date: 07-06 at 23:18:26, iter: 71, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1100.55, max: 1172.99
Date: 07-06 at 23:19:33, iter: 72, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1089.21, max: 1135.45
Date: 07-06 at 23:20:40, iter: 74, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1330.51, max: 1671.05
Date: 07-06 at 23:21:51, iter: 75, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1201.11, max: 1678.16
Date: 07-06 at 23:23:04, iter: 76, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1132.02, max: 1282.12
Date: 07-06 at 23:24:05, iter: 77, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1159.49, max: 1316.99
Date: 07-06 at 23:25:14, iter: 79, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1390.29, max: 1648.47
Date: 07-06 at 23:26:14, iter: 80, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1279.49, max: 1665.66
Date: 07-06 at 23:27:16, iter: 81, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1257.96, max: 1624.51
Date: 07-06 at 23:28:24, iter: 82, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.31(8) mean: 1155.59, max: 1246.57
Date: 07-06 at 23:29:28, iter: 84, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.06(8) mean: 1288.04, max: 1521.67
Date: 07-06 at 23:30:28, iter: 85, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1075.06(8) mean: 1154.73, max: 1462.88
Date: 07-06 at 23:31:36, iter: 86, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1152.00, max: 1483.43
Date: 07-06 at 23:32:47, iter: 87, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1113.30, max: 1178.92
Date: 07-06 at 23:33:54, iter: 88, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1128.66, max: 1211.69
Date: 07-06 at 23:35:03, iter: 89, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1099.68, max: 1162.32
Date: 07-06 at 23:36:03, iter: 90, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1093.94, max: 1135.17
Date: 07-06 at 23:36:54, iter: 92, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1291.31, max: 1511.75
Date: 07-06 at 23:37:45, iter: 93, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1189.76, max: 1405.99
Date: 07-06 at 23:38:53, iter: 94, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1151.03, max: 1249.06
Date: 07-06 at 23:39:56, iter: 95, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1106.89, max: 1212.22
Date: 07-06 at 23:41:05, iter: 97, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1354.06, max: 1662.11
Date: 07-06 at 23:42:19, iter: 98, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1245.51, max: 1666.58
Date: 07-06 at 23:43:27, iter: 99, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1074.83(8) mean: 1157.97, max: 1267.79
Date: 07-06 at 23:44:41, iter: 100, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1072.27(8) mean: 1130.40, max: 1245.39
Date: 07-06 at 23:45:43, iter: 101, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1071.83(8) mean: 1149.08, max: 1311.97
Date: 07-06 at 23:46:50, iter: 102, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1071.83(8) mean: 1164.26, max: 1332.10
Date: 07-06 at 23:47:59, iter: 103, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1071.83(8) mean: 1171.49, max: 1335.24
Date: 07-06 at 23:49:06, iter: 104, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1071.83(8) mean: 1116.36, max: 1194.99
Date: 07-06 at 23:50:08, iter: 105, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1071.83(8) mean: 1109.68, max: 1185.89
Date: 07-06 at 23:51:14, iter: 107, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1071.83(8) mean: 1314.86, max: 1566.94
Date: 07-06 at 23:52:12, iter: 108, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1070.81(8) mean: 1199.96, max: 1456.45
Date: 07-06 at 23:53:16, iter: 109, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1068.40(8) mean: 1182.72, max: 1268.81
Date: 07-06 at 23:54:15, iter: 110, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1068.40(8) mean: 1120.90, max: 1172.92
Date: 07-06 at 23:55:20, iter: 111, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1068.40(8) mean: 1112.78, max: 1153.74
Date: 07-06 at 23:56:29, iter: 112, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1068.40(8) mean: 1111.74, max: 1153.74
Date: 07-06 at 23:57:35, iter: 113, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1068.40(8) mean: 1110.41, max: 1170.38
Date: 07-06 at 23:58:49, iter: 115, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1068.40(8) mean: 1314.54, max: 1609.71
Date: 07-06 at 23:59:46, iter: 116, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1068.40(8) mean: 1192.29, max: 1585.25
