Date: 12-18 at 17:59:56, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1401.69(14), mean: 2510.70, max: 2805.59
Date: 12-18 at 18:00:54, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1326.96(14), mean: 2474.40, max: 2834.75
Date: 12-18 at 18:01:55, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1295.45(14), mean: 2481.36, max: 2845.84
Date: 12-18 at 18:03:06, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1288.57(13), mean: 1481.25, max: 1611.62
Date: 12-18 at 18:04:02, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1282.34(13), mean: 1519.75, max: 1629.55
Date: 12-18 at 18:05:05, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1282.17(13), mean: 1479.12, max: 1670.72
Date: 12-18 at 18:06:04, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1282.17(13), mean: 1506.57, max: 1741.76
Date: 12-18 at 18:07:08, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1275.75(13), mean: 1352.92, max: 1466.18
Date: 12-18 at 18:08:10, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1271.24(13), mean: 1368.98, max: 1439.96
Date: 12-18 at 18:09:06, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1271.24(13), mean: 1377.12, max: 1477.44
Date: 12-18 at 18:10:06, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1256.90(13), mean: 1371.53, max: 1536.74
Date: 12-18 at 18:11:11, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1255.84(13), mean: 1329.38, max: 1562.17
Date: 12-18 at 18:12:12, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1247.89(13), mean: 1270.08, max: 1333.83
Date: 12-18 at 18:13:12, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1247.59(13), mean: 1316.58, max: 1421.28
Date: 12-18 at 18:14:14, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1247.59(13), mean: 1361.74, max: 1449.22
Date: 12-18 at 18:15:13, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1247.59(13), mean: 1326.29, max: 1442.35
Date: 12-18 at 18:16:12, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1244.94(13), mean: 1297.20, max: 1446.52
Date: 12-18 at 18:17:16, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1219.27(12), mean: 1258.23, max: 1325.88
Date: 12-18 at 18:18:16, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1242.94, max: 1254.55
Date: 12-18 at 18:19:14, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1283.19, max: 1298.43
Date: 12-18 at 18:20:15, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1286.38, max: 1360.26
Date: 12-18 at 18:21:16, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1243.39, max: 1268.48
Date: 12-18 at 18:22:20, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1239.76, max: 1249.94
Date: 12-18 at 18:23:24, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1311.42, max: 1493.85
Date: 12-18 at 18:24:19, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1311.04, max: 1483.58
Date: 12-18 at 18:25:19, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1245.91, max: 1319.22
Date: 12-18 at 18:26:23, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1241.47, max: 1309.51
Date: 12-18 at 18:27:18, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1365.86, max: 1717.61
Date: 12-18 at 18:28:17, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 1117.53, best obj: 1205.47(12), mean: 1325.73, max: 1780.76
