Date: 08-28 at 15:44:04, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1187.42(7), mean: 2586.16, max: 3457.41
Date: 08-28 at 15:45:22, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1061.37(7), mean: 2276.19, max: 3315.43
Date: 08-28 at 15:46:39, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1045.76(7), mean: 1803.03, max: 2598.75
Date: 08-28 at 15:47:55, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1033.85(6), mean: 1641.66, max: 2204.73
Date: 08-28 at 15:49:11, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1033.85(6), mean: 1288.33, max: 1862.18
Date: 08-28 at 15:50:25, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1033.85(6), mean: 1141.72, max: 1248.82
Date: 08-28 at 15:51:43, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1033.85(6), mean: 1217.81, max: 1291.95
Date: 08-28 at 15:53:00, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1033.85(6), mean: 1214.80, max: 1305.51
Date: 08-28 at 15:54:17, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1033.85(6), mean: 1387.46, max: 1592.93
Date: 08-28 at 15:55:30, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1033.85(6), mean: 1178.48, max: 1535.15
Date: 08-28 at 15:56:45, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1033.85(6), mean: 1170.44, max: 1530.73
Date: 08-28 at 15:57:59, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1025.78(6), mean: 1165.77, max: 1550.45
Date: 08-28 at 15:59:10, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1009.39(6), mean: 1156.11, max: 1377.04
Date: 08-28 at 16:00:25, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1009.39(6), mean: 1113.20, max: 1228.79
Date: 08-28 at 16:01:40, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1009.39(6), mean: 1168.47, max: 1291.88
Date: 08-28 at 16:02:53, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1009.39(6), mean: 1078.79, max: 1151.76
Date: 08-28 at 16:04:06, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1009.39(6), mean: 1127.20, max: 1216.40
Date: 08-28 at 16:05:18, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1009.39(6), mean: 1301.34, max: 1679.90
Date: 08-28 at 16:06:35, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1009.39(6), mean: 1251.73, max: 1434.63
Date: 08-28 at 16:07:48, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1009.39(6), mean: 1061.42, max: 1132.68
Date: 08-28 at 16:09:00, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 1004.71(6), mean: 1052.43, max: 1121.59
Date: 08-28 at 16:10:14, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 993.62(6), mean: 1123.19, max: 1228.28
Date: 08-28 at 16:11:25, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 993.62(6), mean: 1041.50, max: 1078.05
Date: 08-28 at 16:12:41, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 993.62(6), mean: 1064.22, max: 1109.84
Date: 08-28 at 16:13:53, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 993.62(6), mean: 1018.35, max: 1055.64
Date: 08-28 at 16:15:08, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 975.12(7), mean: 1033.42, max: 1080.34
Date: 08-28 at 16:16:19, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 975.12(7), mean: 1005.52, max: 1053.86
Date: 08-28 at 16:17:32, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 958.82(6), mean: 1016.26, max: 1095.48
Date: 08-28 at 16:18:48, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 958.82(6), mean: 1031.62, max: 1093.86
Date: 08-28 at 16:20:01, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 958.82(6), mean: 1008.90, max: 1074.20
Date: 08-28 at 16:21:12, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 905.21, best obj: 958.82(6), mean: 986.80, max: 1044.14
