Date: 12-23 at 18:52:58, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 1185.41(4), mean: 3580.19, max: 4172.62
Date: 12-23 at 18:53:32, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 1059.58(4), mean: 2816.61, max: 3434.12
Date: 12-23 at 18:54:07, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 1037.61(6), mean: 1803.75, max: 2826.70
Date: 12-23 at 18:54:48, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 978.31(6), mean: 1718.32, max: 2602.60
Date: 12-23 at 18:55:26, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 906.87(6), mean: 1754.70, max: 2625.91
Date: 12-23 at 18:56:07, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 883.44(6), mean: 1744.76, max: 2619.44
Date: 12-23 at 18:56:39, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 864.20(6), mean: 1490.95, max: 2141.60
Date: 12-23 at 18:57:20, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 864.20(6), mean: 1166.64, max: 1741.08
Date: 12-23 at 18:58:05, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 864.20(6), mean: 947.25, max: 1022.92
Date: 12-23 at 18:58:34, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 864.20(6), mean: 994.62, max: 1093.84
Date: 12-23 at 18:59:16, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 864.20(6), mean: 939.33, max: 1091.48
Date: 12-23 at 18:59:55, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 801.99(6), mean: 1115.19, max: 1496.91
Date: 12-23 at 19:00:29, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 758.78(5), mean: 870.18, max: 1271.43
Date: 12-23 at 19:01:01, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 732.97(5), mean: 811.94, max: 952.67
Date: 12-23 at 19:01:35, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 720.94(5), mean: 766.48, max: 823.09
Date: 12-23 at 19:02:11, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 714.27(5), mean: 757.46, max: 794.01
Date: 12-23 at 19:02:43, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 714.27(5), mean: 755.89, max: 786.51
Date: 12-23 at 19:03:15, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 714.27(5), mean: 755.79, max: 786.33
Date: 12-23 at 19:03:49, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 714.27(5), mean: 810.52, max: 862.68
Date: 12-23 at 19:04:25, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 590.6, best obj: 714.27(5), mean: 816.78, max: 892.52
