Date: 07-18 at 17:58:15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 1182.48(6) mean: 3780.94, max: 4542.91
Date: 07-18 at 17:59:11, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 1097.13(5) mean: 3802.67, max: 4572.82
Date: 07-18 at 18:00:04, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 967.72(7) mean: 2443.19, max: 4103.48
Date: 07-18 at 18:00:54, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 834.81(8) mean: 1532.34, max: 3398.32
Date: 07-18 at 18:01:43, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 784.70(7) mean: 1401.12, max: 3063.14
Date: 07-18 at 18:02:33, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 771.13(7) mean: 1428.64, max: 3091.76
Date: 07-18 at 18:03:19, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 771.13(7) mean: 986.72, max: 1175.23
Date: 07-18 at 18:04:06, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 765.32(7) mean: 948.44, max: 1180.36
Date: 07-18 at 18:04:53, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 740.79(6) mean: 982.67, max: 1187.56
Date: 07-18 at 18:05:39, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 740.13(6) mean: 1008.97, max: 1240.15
Date: 07-18 at 18:06:24, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 740.13(6) mean: 881.86, max: 1197.33
Date: 07-18 at 18:07:10, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 740.13(6) mean: 880.18, max: 970.38
Date: 07-18 at 18:07:58, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 740.13(6) mean: 915.35, max: 1048.53
Date: 07-18 at 18:08:42, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 740.13(6) mean: 792.61, max: 888.28
Date: 07-18 at 18:09:28, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 718.09(6) mean: 806.73, max: 875.38
Date: 07-18 at 18:10:11, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 715.92(6) mean: 784.01, max: 884.66
Date: 07-18 at 18:10:57, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 703.89(5) mean: 796.36, max: 900.10
Date: 07-18 at 18:11:39, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 703.89(5) mean: 757.56, max: 830.33
Date: 07-18 at 18:12:21, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 668.41(5) mean: 712.86, max: 790.22
Date: 07-18 at 18:13:05, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 668.41(5) mean: 740.90, max: 825.44
Date: 07-18 at 18:13:49, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 668.41(5) mean: 710.03, max: 788.09
Date: 07-18 at 18:14:34, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 668.41(5) mean: 740.68, max: 823.31
Date: 07-18 at 18:15:18, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 668.41(5) mean: 709.72, max: 779.38
Date: 07-18 at 18:16:04, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 668.41(5) mean: 718.83, max: 739.38
Date: 07-18 at 18:16:46, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 668.41(5) mean: 671.50, max: 697.22
Date: 07-18 at 18:17:28, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 667.37(5) mean: 677.00, max: 702.81
Date: 07-18 at 18:18:13, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 667.37(5) mean: 674.35, max: 699.99
Date: 07-18 at 18:18:58, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 667.37(5) mean: 672.42, max: 699.99
Date: 07-18 at 18:19:40, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 667.37(5) mean: 667.95, max: 668.41
Date: 07-18 at 18:20:23, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 667.37(5) mean: 667.95, max: 668.41
Date: 07-18 at 18:21:06, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 626.19(4) mean: 659.83, max: 668.71
Date: 07-18 at 18:21:48, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 626.19(4) mean: 626.41, max: 626.85
Date: 07-18 at 18:22:32, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 626.19(4) mean: 626.41, max: 626.85
Date: 07-18 at 18:23:15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 626.19(4) mean: 626.41, max: 626.85
Date: 07-18 at 18:23:59, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 626.19(4) mean: 636.94, max: 658.43
Date: 07-18 at 18:24:42, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 626.19(4) mean: 626.37, max: 626.85
Date: 07-18 at 18:25:24, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.29 best obj: 626.19(4) mean: 626.33, max: 626.85
