Date: 01-13 at 15:57:00, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1622.01(16), mean: 2826.18, max: 3240.41
Date: 01-13 at 15:57:55, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1562.31(16), mean: 2817.21, max: 3275.32
Date: 01-13 at 15:58:42, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1547.63(15), mean: 2632.33, max: 3142.61
Date: 01-13 at 15:59:40, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1546.03(15), mean: 2057.04, max: 2760.24
Date: 01-13 at 16:00:34, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1546.03(15), mean: 1708.73, max: 2316.05
Date: 01-13 at 16:01:33, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1536.65(15), mean: 1621.70, max: 1759.16
Date: 01-13 at 16:02:23, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1514.74(15), mean: 1641.40, max: 1776.99
Date: 01-13 at 16:03:19, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1657.09, max: 1807.58
Date: 01-13 at 16:04:25, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1583.07, max: 1662.74
Date: 01-13 at 16:05:15, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1619.94, max: 1727.77
Date: 01-13 at 16:06:13, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1633.64, max: 1787.02
Date: 01-13 at 16:07:04, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1621.50, max: 1793.60
Date: 01-13 at 16:07:59, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1788.46, max: 2064.93
Date: 01-13 at 16:08:51, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1628.52, max: 1912.53
Date: 01-13 at 16:09:47, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1664.55, max: 1918.98
Date: 01-13 at 16:10:40, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1625.60, max: 1943.98
Date: 01-13 at 16:11:43, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1651.85, max: 1876.12
Date: 01-13 at 16:12:40, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1371.69, best obj: 1498.36(15), mean: 1592.52, max: 1737.02
