Date: 07-23 at 19:08:18, #particle: 35, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1647.78(6), mean: 2806.59, max: 3555.93
Date: 07-23 at 19:10:23, #particle: 35, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1425.12(11), mean: 2457.16, max: 3412.41
Date: 07-23 at 19:12:21, #particle: 35, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1282.51(10), mean: 2214.00, max: 3254.05
Date: 07-23 at 19:14:38, #particle: 35, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 2077.54, max: 3182.16
Date: 07-23 at 19:16:51, #particle: 35, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1940.37, max: 3038.77
Date: 07-23 at 19:19:00, #particle: 35, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1928.92, max: 2943.06
Date: 07-23 at 19:21:14, #particle: 35, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1904.26, max: 2901.25
Date: 07-23 at 19:23:41, #particle: 35, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1484.81, max: 1656.64
Date: 07-23 at 19:26:02, #particle: 35, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1573.76, max: 1809.76
Date: 07-23 at 19:27:37, #particle: 35, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1622.52, max: 1798.80
Date: 07-23 at 19:29:52, #particle: 35, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1582.96, max: 1826.84
Date: 07-23 at 19:32:13, #particle: 35, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1476.24, max: 1799.98
Date: 07-23 at 19:34:39, #particle: 35, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1521.73, max: 1783.08
Date: 07-23 at 19:36:28, #particle: 35, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1522.49, max: 1831.46
Date: 07-23 at 19:38:41, #particle: 35, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1470.60, max: 1813.29
Date: 07-23 at 19:40:35, #particle: 35, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1461.99, max: 1790.12
Date: 07-23 at 19:42:44, #particle: 35, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1538.89, max: 1793.72
Date: 07-23 at 19:44:25, #particle: 35, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1442.59, max: 1666.63
Date: 07-23 at 19:46:35, #particle: 35, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1402.72, max: 1609.79
Date: 07-23 at 19:48:42, #particle: 35, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1276.86(10), mean: 1324.59, max: 1385.64
Date: 07-23 at 19:50:19, #particle: 35, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1272.65(10), mean: 1480.46, max: 1739.50
Date: 07-23 at 19:52:08, #particle: 35, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1267.27(10), mean: 1466.54, max: 1784.63
Date: 07-23 at 19:54:22, #particle: 35, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1266.80(10), mean: 1432.89, max: 1655.33
Date: 07-23 at 19:56:37, #particle: 35, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1266.80(10), mean: 1432.19, max: 1673.59
Date: 07-23 at 19:59:02, #particle: 35, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1266.80(10), mean: 1321.51, max: 1442.70
Date: 07-23 at 20:01:09, #particle: 35, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1266.76(11), mean: 1336.81, max: 1468.55
Date: 07-23 at 20:03:02, #particle: 35, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1144.48, best obj: 1266.76(11), mean: 1398.08, max: 1563.84
