Date: 12-21 at 04:18:32, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1435.09(14), mean: 2335.63, max: 2994.17
Date: 12-21 at 04:19:23, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1327.75(13), mean: 2329.84, max: 3041.18
Date: 12-21 at 04:20:18, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1319.09(13), mean: 2334.87, max: 3034.40
Date: 12-21 at 04:21:10, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1306.00(13), mean: 2273.14, max: 2945.80
Date: 12-21 at 04:22:05, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1296.51(13), mean: 1954.39, max: 2753.50
Date: 12-21 at 04:23:01, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(13), mean: 1955.07, max: 2755.21
Date: 12-21 at 04:23:55, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(12), mean: 1701.31, max: 2598.15
Date: 12-21 at 04:24:52, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(12), mean: 1387.69, max: 1581.61
Date: 12-21 at 04:25:46, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(12), mean: 1449.39, max: 1649.05
Date: 12-21 at 04:26:39, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(12), mean: 1407.34, max: 1543.60
Date: 12-21 at 04:27:30, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(12), mean: 1459.70, max: 1606.26
Date: 12-21 at 04:28:24, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(12), mean: 1443.07, max: 1595.76
Date: 12-21 at 04:29:18, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(12), mean: 1356.85, max: 1432.59
Date: 12-21 at 04:30:13, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1276.13(12), mean: 1366.94, max: 1473.15
Date: 12-21 at 04:31:05, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1253.77(12), mean: 1301.19, max: 1386.57
Date: 12-21 at 04:31:58, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1253.10(12), mean: 1282.53, max: 1317.73
Date: 12-21 at 04:32:51, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1250.24(12), mean: 1280.35, max: 1362.31
Date: 12-21 at 04:33:54, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1135.52, best obj: 1250.24(12), mean: 1277.21, max: 1403.26
