Date: 07-09 at 20:02:17, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 1499.02(13) mean: 3126.43, max: 4140.31
Date: 07-09 at 20:03:06, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 1310.69(13) mean: 2717.81, max: 3872.82
Date: 07-09 at 20:03:53, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 1243.47(13) mean: 2616.43, max: 3558.85
Date: 07-09 at 20:04:51, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 1200.08(13) mean: 2571.58, max: 3513.99
Date: 07-09 at 20:05:51, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 1184.24(12) mean: 2397.43, max: 3428.98
Date: 07-09 at 20:06:43, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 1183.17(12) mean: 2106.61, max: 3255.37
Date: 07-09 at 20:07:41, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 1183.17(12) mean: 1965.15, max: 3297.81
Date: 07-09 at 20:08:44, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 1118.69(14) mean: 1263.59, max: 1461.31
Date: 07-09 at 20:09:35, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 987.65(12) mean: 1232.35, max: 1420.19
Date: 07-09 at 20:10:36, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 973.01(12) mean: 1132.40, max: 1284.49
Date: 07-09 at 20:11:26, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 936.19(12) mean: 1127.98, max: 1305.15
Date: 07-09 at 20:12:22, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 929.05(12) mean: 1116.42, max: 1347.55
Date: 07-09 at 20:13:21, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 896.18(11) mean: 1119.10, max: 1278.28
Date: 07-09 at 20:14:29, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 896.18(11) mean: 1084.72, max: 1257.07
Date: 07-09 at 20:15:23, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 896.18(11) mean: 1054.68, max: 1189.75
Date: 07-09 at 20:16:17, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 895.40(10) mean: 1015.81, max: 1113.91
Date: 07-09 at 20:17:02, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 893.46(11) mean: 1056.12, max: 1149.94
Date: 07-09 at 20:17:58, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 892.25(11) mean: 1013.41, max: 1109.11
Date: 07-09 at 20:18:49, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 891.19(11) mean: 1011.77, max: 1128.21
Date: 07-09 at 20:19:41, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 891.19(11) mean: 992.15, max: 1070.80
Date: 07-09 at 20:20:34, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 890.23(11) mean: 959.65, max: 1001.56
Date: 07-09 at 20:21:24, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 890.23(11) mean: 948.21, max: 1001.31
Date: 07-09 at 20:22:18, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 890.23(11) mean: 924.59, max: 977.87
Date: 07-09 at 20:23:11, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 890.23(11) mean: 908.65, max: 958.93
Date: 07-09 at 20:24:09, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 890.23(11) mean: 902.85, max: 956.90
Date: 07-09 at 20:25:03, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 890.23(11) mean: 977.11, max: 1137.02
Date: 07-09 at 20:25:52, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 865.04(10) mean: 930.67, max: 1137.15
Date: 07-09 at 20:26:40, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 832.74(10) mean: 909.23, max: 1018.05
Date: 07-09 at 20:27:28, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 831.87(10) mean: 911.38, max: 996.90
Date: 07-09 at 20:28:19, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 831.87(10) mean: 875.36, max: 937.51
Date: 07-09 at 20:29:11, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 831.87(10) mean: 865.34, max: 907.15
Date: 07-09 at 20:30:02, iter: 33, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 831.87(10) mean: 861.78, max: 907.15
Date: 07-09 at 20:30:50, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 831.87(10) mean: 858.52, max: 868.34
Date: 07-09 at 20:31:41, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 831.87(10) mean: 949.77, max: 1175.46
Date: 07-09 at 20:32:32, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 831.87(10) mean: 872.75, max: 1013.04
Date: 07-09 at 20:33:23, iter: 38, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 830.77(10) mean: 868.69, max: 1008.36
Date: 07-09 at 20:34:14, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 870.95, max: 1051.73
Date: 07-09 at 20:34:59, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 870.63, max: 1070.56
Date: 07-09 at 20:35:54, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 862.72, max: 954.79
Date: 07-09 at 20:36:43, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 862.07, max: 945.15
Date: 07-09 at 20:37:36, iter: 43, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 865.72, max: 968.93
Date: 07-09 at 20:38:32, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 872.12, max: 1106.50
Date: 07-09 at 20:39:20, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 863.15, max: 1111.90
Date: 07-09 at 20:40:13, iter: 47, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 846.54, max: 897.85
Date: 07-09 at 20:41:05, iter: 48, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 843.31, max: 860.90
Date: 07-09 at 20:41:57, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 853.60, max: 902.46
Date: 07-09 at 20:42:49, iter: 51, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 846.05, max: 901.04
Date: 07-09 at 20:43:43, iter: 52, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 843.32, max: 860.90
Date: 07-09 at 20:44:33, iter: 53, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 843.32, max: 860.90
Date: 07-09 at 20:45:27, iter: 55, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 857.60, max: 1074.28
Date: 07-09 at 20:46:17, iter: 56, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 845.43, max: 891.86
Date: 07-09 at 20:47:11, iter: 57, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 844.40, max: 876.30
Date: 07-09 at 20:47:57, iter: 58, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 844.14, max: 872.49
Date: 07-09 at 20:48:50, iter: 60, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.07 best obj: 828.06(10) mean: 860.65, max: 1007.32
