Date: 04-10 at 02:00:02, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 762.85(3), mean: 846.97, max: 1008.35
Date: 04-10 at 02:00:04, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 747.12(3), mean: 822.89, max: 1008.35
Date: 04-10 at 02:00:05, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 744.62(3), mean: 820.12, max: 1008.35
Date: 04-10 at 02:00:07, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 818.24, max: 1008.35
Date: 04-10 at 02:00:08, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 812.62, max: 981.20
Date: 04-10 at 02:00:10, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 811.51, max: 981.20
Date: 04-10 at 02:00:11, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 839.22, max: 995.57
Date: 04-10 at 02:00:13, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 866.92, max: 1203.34
Date: 04-10 at 02:00:14, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 883.35, max: 1326.57
Date: 04-10 at 02:00:17, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 934.75, max: 1712.04
Date: 04-10 at 02:00:19, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 951.18, max: 1835.26
Date: 04-10 at 02:00:23, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 1002.57, max: 2220.73
Date: 04-10 at 02:00:25, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 1019.00, max: 2343.96
Date: 04-10 at 02:00:27, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 716.47(3), mean: 1046.71, max: 2551.73
