Date: 11-19 at 01:46:41, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 1084.72(5), mean: 3397.92, max: 4095.21
Date: 11-19 at 01:47:43, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 922.59(8), mean: 2664.46, max: 3550.61
Date: 11-19 at 01:48:43, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 817.58(7), mean: 2250.69, max: 3328.67
Date: 11-19 at 01:49:42, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 814.13(7), mean: 2231.01, max: 3310.96
Date: 11-19 at 01:50:44, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 813.84(7), mean: 1715.86, max: 2653.27
Date: 11-19 at 01:51:51, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 813.84(7), mean: 987.29, max: 1182.58
Date: 11-19 at 01:52:51, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 813.84(7), mean: 991.77, max: 1185.20
Date: 11-19 at 01:53:53, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 813.84(7), mean: 1024.30, max: 1221.51
Date: 11-19 at 01:54:58, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 813.84(7), mean: 1064.57, max: 1255.34
Date: 11-19 at 01:56:01, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 813.84(7), mean: 1025.81, max: 1176.52
Date: 11-19 at 01:57:06, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 794.55(7), mean: 894.19, max: 1017.86
Date: 11-19 at 01:58:13, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 755.55(7), mean: 797.74, max: 849.93
Date: 11-19 at 01:59:11, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 730.27(6), mean: 819.51, max: 864.87
Date: 11-19 at 02:00:14, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 727.74(6), mean: 737.69, max: 843.54
Date: 11-19 at 02:01:13, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 727.74(6), mean: 736.94, max: 801.64
Date: 11-19 at 02:02:13, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 727.74(6), mean: 730.15, max: 748.64
Date: 11-19 at 02:03:14, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 727.74(6), mean: 733.00, max: 791.77
Date: 11-19 at 02:04:15, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 727.74(6), mean: 763.05, max: 828.40
Date: 11-19 at 02:05:12, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 727.74(6), mean: 727.80, max: 728.57
Date: 11-19 at 02:06:11, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 727.11, max: 727.74
Date: 11-19 at 02:07:11, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 727.11, max: 727.74
Date: 11-19 at 02:08:14, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 727.11, max: 727.74
Date: 11-19 at 02:09:11, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 779.87, max: 784.26
Date: 11-19 at 02:10:12, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 776.15, max: 781.16
Date: 11-19 at 02:11:15, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 776.00, max: 780.18
Date: 11-19 at 02:12:18, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 775.99, max: 780.11
Date: 11-19 at 02:13:17, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 775.99, max: 780.11
Date: 11-19 at 02:14:18, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 775.99, max: 780.11
Date: 11-19 at 02:15:20, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 775.99, max: 780.11
Date: 11-19 at 02:16:24, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.17, best obj: 718.34(6), mean: 775.99, max: 780.11
