Date: 12-24 at 06:04:01, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 1210.21(4), mean: 3146.03, max: 4106.48
Date: 12-24 at 06:04:33, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 1105.36(4), mean: 2007.07, max: 3246.52
Date: 12-24 at 06:05:08, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 951.72(6), mean: 1570.52, max: 2571.25
Date: 12-24 at 06:05:42, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 898.79(6), mean: 1054.38, max: 1185.72
Date: 12-24 at 06:06:30, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 898.79(6), mean: 1061.21, max: 1191.94
Date: 12-24 at 06:07:05, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 898.79(6), mean: 1062.35, max: 1178.27
Date: 12-24 at 06:07:41, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 798.58(6), mean: 955.73, max: 1131.18
Date: 12-24 at 06:08:32, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 767.26(6), mean: 901.85, max: 999.66
Date: 12-24 at 06:09:06, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 760.24(6), mean: 900.03, max: 993.70
Date: 12-24 at 06:09:39, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 758.65(6), mean: 853.48, max: 937.33
Date: 12-24 at 06:10:18, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 758.65(6), mean: 859.14, max: 953.66
Date: 12-24 at 06:11:10, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 758.65(6), mean: 807.96, max: 915.51
Date: 12-24 at 06:11:46, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 735.14(6), mean: 779.50, max: 819.16
Date: 12-24 at 06:12:23, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 724.19(6), mean: 772.35, max: 817.03
Date: 12-24 at 06:13:01, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 724.19(6), mean: 781.88, max: 862.25
Date: 12-24 at 06:13:38, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 724.19(6), mean: 791.15, max: 848.63
Date: 12-24 at 06:14:16, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 724.19(6), mean: 740.64, max: 762.16
Date: 12-24 at 06:14:53, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 724.19(6), mean: 732.34, max: 743.94
Date: 12-24 at 06:15:29, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 724.19(6), mean: 993.16, max: 1227.29
Date: 12-24 at 06:16:18, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 710.89(5), mean: 870.97, max: 1102.61
Date: 12-24 at 06:16:49, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 678.03(5), mean: 789.03, max: 969.98
Date: 12-24 at 06:17:36, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 809.58, max: 992.32
Date: 12-24 at 06:18:27, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 741.49, max: 781.59
Date: 12-24 at 06:19:02, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 742.07, max: 795.76
Date: 12-24 at 06:19:30, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 715.82, max: 745.51
Date: 12-24 at 06:19:58, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 715.82, max: 745.51
Date: 12-24 at 06:20:27, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 853.87, max: 1040.49
Date: 12-24 at 06:21:15, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 833.16, max: 1047.10
Date: 12-24 at 06:21:50, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 793.50, max: 1085.06
Date: 12-24 at 06:22:38, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 673.35(5), mean: 731.18, max: 817.55
Date: 12-24 at 06:23:06, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 668.74(5), mean: 771.07, max: 939.63
Date: 12-24 at 06:23:41, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 588.88, best obj: 638.54(4), mean: 740.92, max: 932.05
