Date: 07-23 at 14:58:24, #particle: 10, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1391.41(10), mean: 2776.36, max: 3381.39
Date: 07-23 at 14:59:05, #particle: 10, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1287.24(10), mean: 2696.82, max: 3257.68
Date: 07-23 at 14:59:49, #particle: 10, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1267.42(10), mean: 2139.67, max: 2881.64
Date: 07-23 at 15:00:28, #particle: 10, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1263.21(10), mean: 1883.45, max: 2696.20
Date: 07-23 at 15:01:06, #particle: 10, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1255.56(10), mean: 1606.32, max: 2406.90
Date: 07-23 at 15:01:43, #particle: 10, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1661.61, max: 2432.26
Date: 07-23 at 15:02:28, #particle: 10, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1323.49, max: 1438.28
Date: 07-23 at 15:03:05, #particle: 10, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1406.38, max: 1509.84
Date: 07-23 at 15:03:42, #particle: 10, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1437.65, max: 1519.75
Date: 07-23 at 15:04:21, #particle: 10, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1388.96, max: 1557.97
Date: 07-23 at 15:05:00, #particle: 10, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1506.03, max: 1763.47
Date: 07-23 at 15:05:42, #particle: 10, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1431.47, max: 1773.32
Date: 07-23 at 15:06:19, #particle: 10, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1377.90, max: 1803.48
Date: 07-23 at 15:06:55, #particle: 10, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1393.70, max: 1503.10
Date: 07-23 at 15:07:34, #particle: 10, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1034.35, best obj: 1254.39(10), mean: 1437.53, max: 1580.16
