Date: 07-06 at 13:10:43, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1465.26(5) mean: 2514.39, max: 3411.58
Date: 07-06 at 13:11:30, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1373.93(5) mean: 2452.44, max: 3335.12
Date: 07-06 at 13:12:14, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1323.99(5) mean: 2341.49, max: 3099.29
Date: 07-06 at 13:12:51, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1317.25(5) mean: 1627.95, max: 2345.59
Date: 07-06 at 13:13:30, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1317.25(5) mean: 1478.15, max: 1749.22
Date: 07-06 at 13:14:17, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1296.67(7) mean: 1344.28, max: 1466.74
Date: 07-06 at 13:15:13, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1237.38(7) mean: 1342.08, max: 1473.79
Date: 07-06 at 13:16:02, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1237.23(7) mean: 1372.92, max: 1507.89
Date: 07-06 at 13:16:55, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1237.21(7) mean: 1398.60, max: 1556.45
Date: 07-06 at 13:17:49, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1232.90(8) mean: 1283.40, max: 1342.78
Date: 07-06 at 13:18:40, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1226.80(8) mean: 1319.64, max: 1407.79
Date: 07-06 at 13:19:33, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1226.34(8) mean: 1325.70, max: 1418.66
Date: 07-06 at 13:20:14, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1226.34(8) mean: 1344.83, max: 1485.92
Date: 07-06 at 13:21:01, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1214.81(8) mean: 1251.14, max: 1296.49
Date: 07-06 at 13:21:55, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1208.98(8) mean: 1266.18, max: 1308.69
Date: 07-06 at 13:22:38, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1206.98(8) mean: 1301.15, max: 1348.01
Date: 07-06 at 13:23:25, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1205.69(8) mean: 1240.79, max: 1278.75
Date: 07-06 at 13:24:17, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1205.69(8) mean: 1267.18, max: 1313.31
Date: 07-06 at 13:25:09, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1188.19(9) mean: 1218.85, max: 1259.83
Date: 07-06 at 13:26:04, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1187.29(9) mean: 1238.09, max: 1286.37
Date: 07-06 at 13:26:57, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1172.99(9) mean: 1250.80, max: 1323.63
Date: 07-06 at 13:27:49, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1143.98(8) mean: 1266.97, max: 1357.55
Date: 07-06 at 13:28:35, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1143.41(8) mean: 1285.03, max: 1388.37
Date: 07-06 at 13:29:20, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1139.19(8) mean: 1222.06, max: 1358.88
Date: 07-06 at 13:30:13, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1139.19(8) mean: 1182.61, max: 1289.57
Date: 07-06 at 13:31:06, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1139.19(8) mean: 1158.54, max: 1187.82
Date: 07-06 at 13:32:01, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.34(9) mean: 1154.73, max: 1183.45
Date: 07-06 at 13:32:58, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.34(9) mean: 1166.03, max: 1206.00
Date: 07-06 at 13:33:41, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.34(9) mean: 1178.19, max: 1230.96
Date: 07-06 at 13:34:27, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.34(9) mean: 1150.55, max: 1171.33
Date: 07-06 at 13:35:12, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.34(9) mean: 1157.00, max: 1262.73
Date: 07-06 at 13:36:09, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.34(9) mean: 1410.60, max: 1684.93
Date: 07-06 at 13:37:01, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.34(9) mean: 1336.62, max: 1682.17
Date: 07-06 at 13:37:55, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1135.34(9) mean: 1222.25, max: 1432.24
