Date: 07-07 at 08:02:39, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1529.88(5) mean: 2417.25, max: 3051.40
Date: 07-07 at 08:03:19, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1378.06(8) mean: 2155.28, max: 2757.18
Date: 07-07 at 08:04:14, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1301.02(8) mean: 2081.42, max: 2550.24
Date: 07-07 at 08:05:16, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1280.46(8) mean: 1986.50, max: 2451.49
Date: 07-07 at 08:06:10, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1280.06(8) mean: 1792.28, max: 2282.63
Date: 07-07 at 08:07:02, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1279.95(8) mean: 1639.99, max: 1969.46
Date: 07-07 at 08:08:01, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1261.27(10) mean: 1481.02, max: 1845.32
Date: 07-07 at 08:09:08, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1209.34(9) mean: 1447.81, max: 1821.95
Date: 07-07 at 08:10:07, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1192.15(9) mean: 1373.73, max: 1822.41
Date: 07-07 at 08:11:01, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.78(9) mean: 1376.53, max: 1649.67
Date: 07-07 at 08:12:00, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.67(9) mean: 1380.53, max: 1675.19
Date: 07-07 at 08:12:57, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.67(9) mean: 1256.89, max: 1322.63
Date: 07-07 at 08:13:44, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.67(9) mean: 1279.90, max: 1387.47
Date: 07-07 at 08:14:43, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.67(9) mean: 1221.67, max: 1267.99
Date: 07-07 at 08:15:33, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.67(9) mean: 1225.26, max: 1286.77
Date: 07-07 at 08:16:29, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.67(9) mean: 1422.85, max: 1666.54
Date: 07-07 at 08:17:28, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.67(9) mean: 1288.09, max: 1617.10
Date: 07-07 at 08:18:20, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1185.17(9) mean: 1274.23, max: 1353.12
Date: 07-07 at 08:19:10, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1180.51(9) mean: 1248.46, max: 1354.12
Date: 07-07 at 08:20:09, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1180.51(9) mean: 1262.48, max: 1362.32
Date: 07-07 at 08:21:12, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1180.51(9) mean: 1264.55, max: 1369.66
Date: 07-07 at 08:22:13, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1173.33(10) mean: 1250.95, max: 1417.75
Date: 07-07 at 08:23:13, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1172.89(10) mean: 1301.59, max: 1439.69
Date: 07-07 at 08:24:04, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1172.89(10) mean: 1338.26, max: 1488.04
Date: 07-07 at 08:25:18, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1172.89(10) mean: 1228.56, max: 1293.21
Date: 07-07 at 08:26:17, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1172.89(10) mean: 1236.48, max: 1309.48
Date: 07-07 at 08:27:09, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1172.89(10) mean: 1284.66, max: 1371.23
Date: 07-07 at 08:28:08, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1172.89(10) mean: 1424.92, max: 1647.40
Date: 07-07 at 08:29:06, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1172.89(10) mean: 1295.10, max: 1655.10
Date: 07-07 at 08:29:56, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1162.41(10) mean: 1234.46, max: 1348.56
Date: 07-07 at 08:30:46, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1159.34(10) mean: 1254.87, max: 1327.87
Date: 07-07 at 08:31:41, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1159.34(10) mean: 1275.16, max: 1375.07
Date: 07-07 at 08:32:38, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1159.34(10) mean: 1199.08, max: 1266.12
Date: 07-07 at 08:33:41, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1159.34(10) mean: 1219.21, max: 1289.13
Date: 07-07 at 08:34:40, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1159.34(10) mean: 1240.33, max: 1328.45
Date: 07-07 at 08:35:40, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1159.34(10) mean: 1423.00, max: 1688.65
Date: 07-07 at 08:36:36, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1159.34(10) mean: 1307.04, max: 1652.22
Date: 07-07 at 08:37:43, iter: 41, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1159.34(10) mean: 1266.23, max: 1666.09
Date: 07-07 at 08:38:44, iter: 42, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1157.03(10) mean: 1247.75, max: 1320.97
Date: 07-07 at 08:39:34, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1150.47(10) mean: 1319.52, max: 1414.48
Date: 07-07 at 08:40:36, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1150.47(10) mean: 1210.87, max: 1431.51
Date: 07-07 at 08:41:40, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1150.47(10) mean: 1191.92, max: 1464.65
Date: 07-07 at 08:42:30, iter: 46, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1150.47(10) mean: 1233.43, max: 1278.96
Date: 07-07 at 08:43:26, iter: 47, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1150.47(10) mean: 1197.14, max: 1269.63
Date: 07-07 at 08:44:30, iter: 49, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1148.01(10) mean: 1362.43, max: 1563.11
Date: 07-07 at 08:45:25, iter: 50, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1148.01(10) mean: 1319.23, max: 1613.59
Date: 07-07 at 08:46:12, iter: 51, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1148.01(10) mean: 1321.06, max: 1585.99
Date: 07-07 at 08:47:11, iter: 52, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1148.01(10) mean: 1221.02, max: 1624.62
Date: 07-07 at 08:48:14, iter: 54, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1148.01(10) mean: 1416.82, max: 1778.40
Date: 07-07 at 08:49:13, iter: 55, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1145.75(9) mean: 1240.77, max: 1631.33
Date: 07-07 at 08:50:15, iter: 56, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1138.27(9) mean: 1173.14, max: 1242.37
Date: 07-07 at 08:51:02, iter: 57, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1132.92(9) mean: 1187.68, max: 1311.69
Date: 07-07 at 08:51:51, iter: 58, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1125.97(9) mean: 1192.40, max: 1332.48
Date: 07-07 at 08:52:48, iter: 59, fix: false, local: false, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.23(9) mean: 1237.90, max: 1381.28
