Date: 08-06 at 16:52:00, iter: 1, new3, Khoo: 1371.69, current_best: 1664.33 best obj: 1664.33(16) mean: 2722.02, max: 3243.04
Date: 08-06 at 16:54:00, iter: 2, new3, Khoo: 1371.69, current_best: 1597.85 best obj: 1597.85(16) mean: 2741.25, max: 3218.58
Date: 08-06 at 16:56:10, iter: 3, new3, Khoo: 1371.69, current_best: 1582.67 best obj: 1582.67(15) mean: 2519.18, max: 3197.40
Date: 08-06 at 16:58:13, iter: 4, new3, Khoo: 1371.69, current_best: 1582.35 best obj: 1582.35(15) mean: 2466.47, max: 3179.08
Date: 08-06 at 17:00:33, iter: 5, new3, Khoo: 1371.69, current_best: 1575.08 best obj: 1575.08(17) mean: 1739.53, max: 1940.39
Date: 08-06 at 17:02:40, iter: 6, new3, Khoo: 1371.69, current_best: 1531.44 best obj: 1531.44(16) mean: 1747.26, max: 1999.93
Date: 08-06 at 17:04:35, iter: 7, new3, Khoo: 1371.69, current_best: 1531.44 best obj: 1531.44(16) mean: 1719.74, max: 1915.90
Date: 08-06 at 17:06:26, iter: 8, new3, Khoo: 1371.69, current_best: 1531.44 best obj: 1531.44(16) mean: 1789.43, max: 1984.87
Date: 08-06 at 17:08:34, iter: 9, new3, Khoo: 1371.69, current_best: 1514.48 best obj: 1514.48(15) mean: 1803.88, max: 2043.46
Date: 08-06 at 17:10:29, iter: 10, new3, Khoo: 1371.69, current_best: 1507.39 best obj: 1507.39(15) mean: 1901.31, max: 2152.60
Date: 08-06 at 17:12:35, iter: 11, new3, Khoo: 1371.69, current_best: 1505.23 best obj: 1505.23(15) mean: 1838.80, max: 2241.50
Date: 08-06 at 17:14:45, iter: 12, new3, Khoo: 1371.69, current_best: 1505.23 best obj: 1505.23(15) mean: 1659.59, max: 1791.38
Date: 08-06 at 17:16:41, iter: 13, new3, Khoo: 1371.69, current_best: 1505.23 best obj: 1505.23(15) mean: 1724.68, max: 1885.61
Date: 08-06 at 17:18:44, iter: 14, new3, Khoo: 1371.69, current_best: 1505.23 best obj: 1505.23(15) mean: 1770.98, max: 1961.07
Date: 08-06 at 17:20:49, iter: 16, new3, Khoo: 1371.69, current_best: 1505.23 best obj: 1505.23(15) mean: 1748.14, max: 2091.12
Date: 08-06 at 17:22:51, iter: 17, new3, Khoo: 1371.69, current_best: 1499.77 best obj: 1499.77(15) mean: 1672.32, max: 1878.85
Date: 08-06 at 17:24:45, iter: 18, new3, Khoo: 1371.69, current_best: 1499.74 best obj: 1499.74(15) mean: 1729.94, max: 1956.67
Date: 08-06 at 17:26:50, iter: 19, new3, Khoo: 1371.69, current_best: 1499.74 best obj: 1499.74(15) mean: 1568.32, max: 1641.05
Date: 08-06 at 17:28:44, iter: 20, new3, Khoo: 1371.69, current_best: 1499.74 best obj: 1499.74(15) mean: 1617.44, max: 1691.91
Date: 08-06 at 17:30:52, iter: 21, new3, Khoo: 1371.69, current_best: 1471.52 best obj: 1471.52(15) mean: 1546.92, max: 1616.06
Date: 08-06 at 17:32:48, iter: 22, new3, Khoo: 1371.69, current_best: 1462.41 best obj: 1462.41(15) mean: 1563.72, max: 1686.40
Date: 08-06 at 17:34:56, iter: 23, new3, Khoo: 1371.69, current_best: 1462.41 best obj: 1462.41(15) mean: 1582.08, max: 1718.39
Date: 08-06 at 17:36:48, iter: 24, new3, Khoo: 1371.69, current_best: 1462.41 best obj: 1462.41(15) mean: 1618.59, max: 1807.45
Date: 08-06 at 17:38:51, iter: 25, new3, Khoo: 1371.69, current_best: 1462.41 best obj: 1462.41(15) mean: 1572.14, max: 1810.19
Date: 08-06 at 17:41:02, iter: 27, new3, Khoo: 1371.69, current_best: 1462.41 best obj: 1462.41(15) mean: 1592.10, max: 1879.18
Date: 08-06 at 17:43:01, iter: 28, new3, Khoo: 1371.69, current_best: 1461.98 best obj: 1461.98(14) mean: 1535.47, max: 1835.49
Date: 08-06 at 17:44:52, iter: 29, new3, Khoo: 1371.69, current_best: 1461.57 best obj: 1461.57(14) mean: 1579.57, max: 1920.05
Date: 08-06 at 17:46:53, iter: 30, new3, Khoo: 1371.69, current_best: 1461.57 best obj: 1461.57(14) mean: 1572.73, max: 1925.00
Date: 08-06 at 17:48:44, iter: 31, new3, Khoo: 1371.69, current_best: 1444.87 best obj: 1444.87(14) mean: 1580.98, max: 1844.66
Date: 08-06 at 17:50:51, iter: 32, new3, Khoo: 1371.69, current_best: 1444.87 best obj: 1444.87(14) mean: 1578.77, max: 1831.27
Date: 08-06 at 17:52:50, iter: 33, new3, Khoo: 1371.69, current_best: 1444.87 best obj: 1444.87(14) mean: 1566.09, max: 1731.48
Date: 08-06 at 17:54:50, iter: 34, new3, Khoo: 1371.69, current_best: 1444.87 best obj: 1444.87(14) mean: 1638.66, max: 1815.58
Date: 08-06 at 17:57:05, iter: 36, new3, Khoo: 1371.69, current_best: 1444.87 best obj: 1444.87(14) mean: 1546.45, max: 1747.90
Date: 08-06 at 17:58:55, iter: 37, new3, Khoo: 1371.69, current_best: 1444.87 best obj: 1444.87(14) mean: 1570.44, max: 1723.26
Date: 08-06 at 18:00:56, iter: 38, new3, Khoo: 1371.69, current_best: 1444.87 best obj: 1444.87(14) mean: 1543.68, max: 1762.95
Date: 08-06 at 18:02:56, iter: 39, new3, Khoo: 1371.69, current_best: 1444.87 best obj: 1444.87(14) mean: 1496.27, max: 1565.50
Date: 08-06 at 18:05:03, iter: 40, new3, Khoo: 1371.69, current_best: 1431.28 best obj: 1431.28(14) mean: 1486.01, max: 1583.07
Date: 08-06 at 18:07:00, iter: 41, new3, Khoo: 1371.69, current_best: 1427.69 best obj: 1427.69(14) mean: 1513.04, max: 1639.20
Date: 08-06 at 18:09:02, iter: 42, new3, Khoo: 1371.69, current_best: 1427.69 best obj: 1427.69(14) mean: 1470.71, max: 1524.99
Date: 08-06 at 18:11:07, iter: 43, new3, Khoo: 1371.69, current_best: 1427.69 best obj: 1427.69(14) mean: 1471.24, max: 1524.99
Date: 08-06 at 18:12:59, iter: 44, new3, Khoo: 1371.69, current_best: 1427.69 best obj: 1427.69(14) mean: 1467.57, max: 1524.99
Date: 08-06 at 18:15:00, iter: 46, new3, Khoo: 1371.69, current_best: 1427.69 best obj: 1427.69(14) mean: 1558.88, max: 1786.76
Date: 08-06 at 18:16:58, iter: 47, new3, Khoo: 1371.69, current_best: 1427.69 best obj: 1427.69(14) mean: 1521.90, max: 1783.50
Date: 08-06 at 18:18:56, iter: 48, new3, Khoo: 1371.69, current_best: 1427.69 best obj: 1427.69(14) mean: 1509.52, max: 1650.13
Date: 08-06 at 18:20:59, iter: 49, new3, Khoo: 1371.69, current_best: 1427.69 best obj: 1427.69(14) mean: 1482.69, max: 1540.20
