Date: 04-09 at 14:28:55, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 314.85(2), mean: 1081.63, max: 1196.05
Date: 04-09 at 14:28:57, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 303.31(2), mean: 1102.63, max: 1219.37
Date: 04-09 at 14:29:00, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 1196.33, max: 1319.96
Date: 04-09 at 14:29:03, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 1288.70, max: 1418.93
Date: 04-09 at 14:29:10, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 1476.81, max: 1620.48
Date: 04-09 at 14:29:19, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 1664.93, max: 1822.04
Date: 04-09 at 14:29:31, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 1757.30, max: 1921.00
Date: 04-09 at 14:29:45, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 1849.67, max: 2019.97
Date: 04-09 at 14:30:04, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 2037.79, max: 2221.52
Date: 04-09 at 14:30:27, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 2130.16, max: 2320.49
Date: 04-09 at 14:30:54, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 2222.53, max: 2419.46
Date: 04-09 at 14:31:26, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 2314.90, max: 2518.43
Date: 04-09 at 14:32:03, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 300.52(2), mean: 2503.01, max: 2719.98
