Date: 07-15 at 16:16:51, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1520.81(6) mean: 3236.35, max: 4213.96
Date: 07-15 at 16:17:37, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1459.15(6) mean: 3206.89, max: 4200.88
Date: 07-15 at 16:18:24, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1447.11(6) mean: 3156.37, max: 4086.02
Date: 07-15 at 16:19:04, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1368.90(12) mean: 2298.79, max: 3192.17
Date: 07-15 at 16:19:42, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1279.24(10) mean: 2292.51, max: 3185.57
Date: 07-15 at 16:20:27, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1258.84(10) mean: 2191.02, max: 3179.13
Date: 07-15 at 16:21:08, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1256.72(9) mean: 1773.41, max: 2700.97
Date: 07-15 at 16:21:50, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1256.72(9) mean: 1403.59, max: 1506.94
Date: 07-15 at 16:22:37, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1244.79(10) mean: 1358.42, max: 1512.49
Date: 07-15 at 16:23:29, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1362.28, max: 1519.47
Date: 07-15 at 16:24:25, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1379.38, max: 1548.23
Date: 07-15 at 16:25:13, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1372.31, max: 1447.50
Date: 07-15 at 16:25:48, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1427.05, max: 1544.14
Date: 07-15 at 16:26:29, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1317.59, max: 1391.82
Date: 07-15 at 16:27:17, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1325.52, max: 1438.98
Date: 07-15 at 16:27:54, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1318.86, max: 1454.41
Date: 07-15 at 16:28:36, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1292.53, max: 1354.96
Date: 07-15 at 16:29:20, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1281.32, max: 1347.71
Date: 07-15 at 16:30:04, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1243.48(9) mean: 1299.62, max: 1346.34
Date: 07-15 at 16:30:43, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1229.48(9) mean: 1279.91, max: 1346.34
Date: 07-15 at 16:31:23, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1226.80(9) mean: 1278.57, max: 1346.34
Date: 07-15 at 16:32:11, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1222.09(9) mean: 1275.35, max: 1356.28
Date: 07-15 at 16:32:57, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1253.39, max: 1322.11
Date: 07-15 at 16:33:37, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1256.59, max: 1332.88
Date: 07-15 at 16:34:24, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1254.37, max: 1321.00
Date: 07-15 at 16:35:11, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1287.89, max: 1331.44
Date: 07-15 at 16:35:48, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1289.69, max: 1389.27
Date: 07-15 at 16:36:34, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1256.90, max: 1286.89
Date: 07-15 at 16:37:15, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1256.25, max: 1308.76
Date: 07-15 at 16:38:04, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1252.34, max: 1298.63
Date: 07-15 at 16:38:51, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1259.63, max: 1307.11
Date: 07-15 at 16:39:38, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1253.38, max: 1297.31
Date: 07-15 at 16:40:30, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1257.93, max: 1305.79
Date: 07-15 at 16:41:20, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1287.98, max: 1319.00
Date: 07-15 at 16:42:06, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1251.55, max: 1278.89
Date: 07-15 at 16:42:44, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1256.64, max: 1309.28
Date: 07-15 at 16:43:30, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1287.02, max: 1374.52
Date: 07-15 at 16:44:10, iter: 38, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1279.99, max: 1370.35
Date: 07-15 at 16:44:57, iter: 39, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1251.94, max: 1282.92
Date: 07-15 at 16:45:36, iter: 40, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1248.49, max: 1278.48
Date: 07-15 at 16:46:18, iter: 41, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1253.92, max: 1306.68
Date: 07-15 at 16:46:59, iter: 42, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1253.14, max: 1306.68
Date: 07-15 at 16:47:35, iter: 43, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1252.51, max: 1300.37
Date: 07-15 at 16:48:17, iter: 44, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1288.09, max: 1338.28
Date: 07-15 at 16:49:06, iter: 45, fix: false, local: false, cut car: false, new generate: true, Khoo: 1095.64 best obj: 1220.26(9) mean: 1252.51, max: 1305.75
