Date: 07-09 at 17:56:33, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1611.84(16) mean: 2622.53, max: 3274.43
Date: 07-09 at 17:57:21, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1492.91(14) mean: 2624.45, max: 3319.47
Date: 07-09 at 17:58:08, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1474.74(14) mean: 2526.24, max: 3175.86
Date: 07-09 at 17:58:56, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1474.74(14) mean: 2544.44, max: 3196.75
Date: 07-09 at 17:59:51, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1474.74(14) mean: 2244.18, max: 3061.64
Date: 07-09 at 18:00:40, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1474.74(14) mean: 2181.41, max: 2940.03
Date: 07-09 at 18:01:27, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1474.74(14) mean: 2123.49, max: 2975.30
Date: 07-09 at 18:02:25, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1474.74(14) mean: 1578.00, max: 1716.44
Date: 07-09 at 18:03:10, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1470.72(14) mean: 1600.92, max: 1764.75
Date: 07-09 at 18:03:58, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1462.13(14) mean: 1597.10, max: 1807.58
Date: 07-09 at 18:04:49, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1460.54(14) mean: 1654.50, max: 1896.15
Date: 07-09 at 18:05:33, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1460.54(14) mean: 1704.14, max: 1922.02
Date: 07-09 at 18:06:19, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1460.54(14) mean: 1753.36, max: 2023.31
Date: 07-09 at 18:07:14, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1460.54(14) mean: 1567.72, max: 1711.63
Date: 07-09 at 18:07:57, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1460.54(14) mean: 1595.10, max: 1754.63
Date: 07-09 at 18:08:48, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1460.54(14) mean: 1566.25, max: 1737.79
Date: 07-09 at 18:09:39, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1460.54(14) mean: 1595.98, max: 1771.81
Date: 07-09 at 18:10:28, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1457.89(14) mean: 1520.50, max: 1583.20
Date: 07-09 at 18:11:15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1449.43(14) mean: 1563.86, max: 1636.97
Date: 07-09 at 18:12:04, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1448.53(14) mean: 1570.10, max: 1649.44
Date: 07-09 at 18:12:53, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1447.85(14) mean: 1506.98, max: 1569.63
Date: 07-09 at 18:13:41, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1447.85(14) mean: 1559.95, max: 1625.36
Date: 07-09 at 18:14:30, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1447.85(14) mean: 1587.95, max: 1655.36
Date: 07-09 at 18:15:19, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1445.04(14) mean: 1478.97, max: 1525.66
Date: 07-09 at 18:16:10, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.84(14) mean: 1462.90, max: 1498.33
Date: 07-09 at 18:16:52, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.84(14) mean: 1498.70, max: 1556.72
Date: 07-09 at 18:17:37, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.84(14) mean: 1521.24, max: 1659.17
Date: 07-09 at 18:18:28, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.84(14) mean: 1490.62, max: 1613.33
Date: 07-09 at 18:19:12, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.32(14) mean: 1498.51, max: 1563.23
Date: 07-09 at 18:20:00, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.32(14) mean: 1481.34, max: 1585.94
Date: 07-09 at 18:20:49, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.32(14) mean: 1493.19, max: 1553.54
Date: 07-09 at 18:21:32, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.32(14) mean: 1531.87, max: 1648.08
Date: 07-09 at 18:22:22, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1442.32(14) mean: 1477.04, max: 1568.62
Date: 07-09 at 18:23:12, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1438.37(14) mean: 1470.96, max: 1527.13
Date: 07-09 at 18:23:54, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 1261.67 best obj: 1438.19(14) mean: 1544.69, max: 1607.87
