Date: 07-27 at 17:57:22, #particle: 35, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1397.55(17), mean: 2499.22, max: 3125.49
Date: 07-27 at 18:01:25, #particle: 35, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1325.03(17), mean: 2288.77, max: 3098.29
Date: 07-27 at 18:05:32, #particle: 35, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.39(17), mean: 2058.31, max: 3062.59
Date: 07-27 at 18:09:48, #particle: 35, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1308.39(17), mean: 1748.55, max: 2835.93
Date: 07-27 at 18:14:16, #particle: 35, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1302.84(18), mean: 1425.26, max: 1556.65
Date: 07-27 at 18:18:10, #particle: 35, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1428.97, max: 1570.55
Date: 07-27 at 18:22:01, #particle: 35, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1440.85, max: 1604.24
Date: 07-27 at 18:26:13, #particle: 35, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1382.17, max: 1611.79
Date: 07-27 at 18:30:06, #particle: 35, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1398.44, max: 1641.21
Date: 07-27 at 18:34:22, #particle: 35, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1347.37, max: 1443.72
Date: 07-27 at 18:38:07, #particle: 35, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1365.99, max: 1456.94
Date: 07-27 at 18:41:59, #particle: 35, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1406.18, max: 1511.59
Date: 07-27 at 18:46:09, #particle: 35, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1338.43, max: 1414.67
Date: 07-27 at 18:50:20, #particle: 35, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1329.48, max: 1403.13
Date: 07-27 at 18:53:51, #particle: 35, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1363.75, max: 1426.40
Date: 07-27 at 18:57:57, #particle: 35, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1345.54, max: 1471.79
Date: 07-27 at 19:02:04, #particle: 35, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1271.54(16), mean: 1311.50, max: 1367.72
Date: 07-27 at 19:06:06, #particle: 35, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1314.76, max: 1372.67
Date: 07-27 at 19:09:57, #particle: 35, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1325.55, max: 1425.85
Date: 07-27 at 19:14:05, #particle: 35, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1301.81, max: 1351.86
Date: 07-27 at 19:17:59, #particle: 35, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1305.78, max: 1351.86
Date: 07-27 at 19:21:42, #particle: 35, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1340.24, max: 1405.56
Date: 07-27 at 19:25:43, #particle: 35, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1305.00, max: 1353.52
Date: 07-27 at 19:29:43, #particle: 35, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1302.49, max: 1353.52
Date: 07-27 at 19:33:23, #particle: 35, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1339.64, max: 1419.21
Date: 07-27 at 19:37:24, #particle: 35, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1321.79, max: 1441.51
Date: 07-27 at 19:41:06, #particle: 35, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1339.52, max: 1469.03
Date: 07-27 at 19:45:18, #particle: 35, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1295.38, max: 1396.73
Date: 07-27 at 19:49:22, #particle: 35, iter: 29, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1289.34, max: 1328.40
Date: 07-27 at 19:53:23, #particle: 35, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1289.37, max: 1333.49
Date: 07-27 at 19:57:25, #particle: 35, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1286.99, max: 1328.40
Date: 07-27 at 20:01:25, #particle: 35, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1284.99, max: 1328.40
Date: 07-27 at 20:05:04, #particle: 35, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1329.76, max: 1382.25
Date: 07-27 at 20:08:55, #particle: 35, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1339.50, max: 1405.56
Date: 07-27 at 20:13:07, #particle: 35, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1296.64, max: 1411.43
Date: 07-27 at 20:16:59, #particle: 35, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1302.21, max: 1430.50
Date: 07-27 at 20:21:10, #particle: 35, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1268.97(16), mean: 1287.94, max: 1335.85
Date: 07-27 at 20:25:22, #particle: 35, iter: 39, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.93(16), mean: 1802.91, max: 2668.08
Date: 07-27 at 20:29:40, #particle: 35, iter: 40, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1359.28, max: 1520.10
Date: 07-27 at 20:33:32, #particle: 35, iter: 41, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1379.12, max: 1572.05
Date: 07-27 at 20:37:35, #particle: 35, iter: 42, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1380.74, max: 1595.32
Date: 07-27 at 20:41:45, #particle: 35, iter: 43, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1337.90, max: 1619.03
Date: 07-27 at 20:45:36, #particle: 35, iter: 44, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1333.17, max: 1486.54
Date: 07-27 at 20:49:34, #particle: 35, iter: 45, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1335.15, max: 1521.10
Date: 07-27 at 20:53:15, #particle: 35, iter: 46, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1364.12, max: 1559.50
Date: 07-27 at 20:57:10, #particle: 35, iter: 47, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1357.63, max: 1616.04
Date: 07-27 at 21:01:16, #particle: 35, iter: 48, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1334.04, max: 1585.61
Date: 07-27 at 21:05:17, #particle: 35, iter: 49, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1307.93, max: 1439.40
Date: 07-27 at 21:09:05, #particle: 35, iter: 50, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1317.17, max: 1437.52
Date: 07-27 at 21:13:05, #particle: 35, iter: 51, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1295.64, max: 1471.64
Date: 07-27 at 21:16:57, #particle: 35, iter: 52, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1309.35, max: 1436.49
Date: 07-27 at 21:20:53, #particle: 35, iter: 53, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1304.33, max: 1435.52
Date: 07-27 at 21:24:58, #particle: 35, iter: 54, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1289.45, max: 1363.44
Date: 07-27 at 21:28:56, #particle: 35, iter: 55, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1290.41, max: 1397.56
Date: 07-27 at 21:32:49, #particle: 35, iter: 56, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1300.65, max: 1406.79
Date: 07-27 at 21:36:44, #particle: 35, iter: 57, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1288.41, max: 1369.77
Date: 07-27 at 21:40:38, #particle: 35, iter: 58, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1302.98, max: 1427.71
Date: 07-27 at 21:44:34, #particle: 35, iter: 59, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1263.28(16), mean: 1308.98, max: 1453.19
