Date: 07-28 at 05:53:06, #particle: 35, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1418.64(17), mean: 2419.31, max: 3138.84
Date: 07-28 at 05:56:06, #particle: 35, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1346.80(17), mean: 2290.55, max: 3126.75
Date: 07-28 at 05:59:14, #particle: 35, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1344.18(17), mean: 2033.95, max: 3013.54
Date: 07-28 at 06:02:11, #particle: 35, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1325.66(16), mean: 2011.93, max: 3022.31
Date: 07-28 at 06:05:14, #particle: 35, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1316.32(16), mean: 1911.25, max: 3010.54
Date: 07-28 at 06:08:19, #particle: 35, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1316.32(16), mean: 1866.64, max: 3023.89
Date: 07-28 at 06:11:23, #particle: 35, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1316.32(16), mean: 1770.42, max: 2869.11
Date: 07-28 at 06:14:37, #particle: 35, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1316.32(16), mean: 1613.53, max: 2705.75
Date: 07-28 at 06:17:41, #particle: 35, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1316.32(16), mean: 1584.04, max: 2581.72
Date: 07-28 at 06:20:41, #particle: 35, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1316.32(16), mean: 1591.81, max: 2481.91
Date: 07-28 at 06:23:54, #particle: 35, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1316.32(16), mean: 1494.78, max: 2432.15
Date: 07-28 at 06:27:11, #particle: 35, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1304.24(16), mean: 1373.43, max: 1518.47
Date: 07-28 at 06:30:15, #particle: 35, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.08(16), mean: 1361.37, max: 1440.26
Date: 07-28 at 06:33:06, #particle: 35, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1213.62, best obj: 1294.08(16), mean: 1400.39, max: 1478.07
