Date: 11-15 at 23:55:33, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1846.31(19), mean: 3022.09, max: 3436.63
Date: 11-15 at 23:57:01, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1749.97(19), mean: 2958.59, max: 3443.22
Date: 11-15 at 23:58:26, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1721.45(19), mean: 2970.04, max: 3451.46
Date: 11-15 at 23:59:57, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 2753.04, max: 3359.10
Date: 11-16 at 00:01:29, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 2735.07, max: 3358.75
Date: 11-16 at 00:03:02, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 2450.61, max: 3369.09
Date: 11-16 at 00:04:31, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 2443.71, max: 3382.33
Date: 11-16 at 00:06:04, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 2458.61, max: 3423.26
Date: 11-16 at 00:07:37, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 2376.30, max: 3409.63
Date: 11-16 at 00:09:08, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 2306.66, max: 3274.01
Date: 11-16 at 00:10:43, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 1992.85, max: 2364.73
Date: 11-16 at 00:12:10, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 1982.98, max: 2390.93
Date: 11-16 at 00:13:40, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 1856.80, max: 2115.59
Date: 11-16 at 00:15:07, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1518.58, best obj: 1690.87(18), mean: 1866.70, max: 2080.14
