Date: 07-05 at 10:17:30, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1690.31(21) mean: 2210.73, max: 2889.64
Date: 07-05 at 10:19:34, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1568.72(20) mean: 2123.83, max: 2855.14
Date: 07-05 at 10:21:42, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1849.02, max: 2687.87
Date: 07-05 at 10:23:51, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1889.93, max: 2713.03
Date: 07-05 at 10:26:00, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1660.10, max: 1837.36
Date: 07-05 at 10:28:08, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1688.73, max: 1841.34
Date: 07-05 at 10:30:11, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1666.28, max: 1833.78
Date: 07-05 at 10:32:19, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1719.28, max: 1908.24
Date: 07-05 at 10:34:26, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1688.55, max: 1828.75
Date: 07-05 at 10:36:30, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1610.27, max: 1749.08
Date: 07-05 at 10:38:39, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1532.17(19) mean: 1649.77, max: 1827.81
Date: 07-05 at 10:40:38, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1527.47(19) mean: 1665.72, max: 1783.68
Date: 07-05 at 10:42:40, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1525.64(19) mean: 1679.25, max: 1840.67
Date: 07-05 at 10:44:44, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1524.67(19) mean: 1644.85, max: 1861.87
Date: 07-05 at 10:46:40, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1524.67(19) mean: 1573.82, max: 1687.68
Date: 07-05 at 10:48:50, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1524.01(19) mean: 1564.14, max: 1649.76
Date: 07-05 at 10:50:48, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.30(19) mean: 1578.32, max: 1684.30
Date: 07-05 at 10:52:50, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.30(19) mean: 1611.00, max: 1723.38
Date: 07-05 at 10:54:49, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.30(19) mean: 1648.64, max: 1778.77
Date: 07-05 at 10:56:46, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1523.30(19) mean: 1562.49, max: 1626.46
Date: 07-05 at 10:58:57, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1517.72(19) mean: 1590.40, max: 1659.99
Date: 07-05 at 11:00:52, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1515.55(19) mean: 1586.99, max: 1683.58
Date: 07-05 at 11:02:51, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1515.55(19) mean: 1596.70, max: 1650.10
Date: 07-05 at 11:04:47, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1515.55(19) mean: 1583.30, max: 1695.68
Date: 07-05 at 11:07:00, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1511.66(19) mean: 1556.40, max: 1638.53
Date: 07-05 at 11:08:58, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1510.17(19) mean: 1594.41, max: 1681.43
Date: 07-05 at 11:11:00, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1510.17(19) mean: 1559.34, max: 1646.99
Date: 07-05 at 11:12:57, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1510.17(19) mean: 1556.83, max: 1633.32
