Date: 07-06 at 08:40:54, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1653.86(22) mean: 2543.53, max: 2929.79
Date: 07-06 at 08:42:25, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1609.05(19) mean: 2173.40, max: 2880.82
Date: 07-06 at 08:43:57, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1583.32(19) mean: 2106.95, max: 2856.91
Date: 07-06 at 08:45:31, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1574.26(19) mean: 1662.39, max: 1758.08
Date: 07-06 at 08:46:58, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1568.19(19) mean: 1702.30, max: 1782.32
Date: 07-06 at 08:48:28, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1554.45(21) mean: 1730.37, max: 1823.60
Date: 07-06 at 08:49:57, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1534.65(20) mean: 1710.90, max: 1871.08
Date: 07-06 at 08:51:26, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1534.65(20) mean: 1717.35, max: 1880.02
Date: 07-06 at 08:52:57, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1534.65(20) mean: 1666.12, max: 1896.61
Date: 07-06 at 08:54:28, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1534.65(20) mean: 1622.75, max: 1868.21
Date: 07-06 at 08:55:58, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1534.65(20) mean: 1603.58, max: 1682.06
Date: 07-06 at 08:57:25, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1534.65(20) mean: 1680.08, max: 1807.66
Date: 07-06 at 08:58:54, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1533.67(19) mean: 1605.47, max: 1752.33
Date: 07-06 at 09:00:17, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1533.20(19) mean: 1617.53, max: 1794.42
Date: 07-06 at 09:01:45, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1533.20(19) mean: 1657.92, max: 1853.85
Date: 07-06 at 09:03:14, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1533.20(19) mean: 1658.56, max: 1898.37
Date: 07-06 at 09:04:40, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1533.20(19) mean: 1587.02, max: 1624.82
Date: 07-06 at 09:06:10, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1533.20(19) mean: 1585.01, max: 1656.14
Date: 07-06 at 09:07:40, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.98(20) mean: 1637.63, max: 1759.15
Date: 07-06 at 09:09:06, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1530.98(20) mean: 1585.74, max: 1751.09
Date: 07-06 at 09:10:30, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1525.55(20) mean: 1563.51, max: 1610.11
Date: 07-06 at 09:11:58, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1525.55(20) mean: 1598.38, max: 1655.71
Date: 07-06 at 09:13:29, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1525.55(20) mean: 1612.20, max: 1703.52
Date: 07-06 at 09:14:56, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1525.55(20) mean: 1568.10, max: 1755.69
Date: 07-06 at 09:16:25, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1525.55(20) mean: 1594.85, max: 1793.52
Date: 07-06 at 09:17:54, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1454.68 best obj: 1522.83(19) mean: 1662.75, max: 1887.99
