Date: 08-08 at 17:58:32, iter: 1, new3, Khoo: 735.8, current_best: 1022.37 best obj: 1022.37(6) mean: 3191.99, max: 3624.89
Date: 08-08 at 18:00:04, iter: 2, new3, Khoo: 735.8, current_best: 972.83 best obj: 972.83(6) mean: 2203.78, max: 3157.55
Date: 08-08 at 18:01:30, iter: 3, new3, Khoo: 735.8, current_best: 966.13 best obj: 966.13(6) mean: 2237.84, max: 3195.48
Date: 08-08 at 18:03:18, iter: 4, new3, Khoo: 735.8, current_best: 963.33 best obj: 963.33(6) mean: 2166.74, max: 3191.37
Date: 08-08 at 18:05:15, iter: 5, new3, Khoo: 735.8, current_best: 945.95 best obj: 945.95(5) mean: 2182.11, max: 3213.78
Date: 08-08 at 18:06:43, iter: 6, new3, Khoo: 735.8, current_best: 945.95 best obj: 945.95(5) mean: 2230.71, max: 3260.25
Date: 08-08 at 18:08:26, iter: 7, new3, Khoo: 735.8, current_best: 945.95 best obj: 945.95(5) mean: 1063.05, max: 1172.83
Date: 08-08 at 18:09:22, iter: 8, new3, Khoo: 735.8, current_best: 945.95 best obj: 945.95(5) mean: 1130.49, max: 1292.17
Date: 08-08 at 18:10:37, iter: 10, new3, Khoo: 735.8, current_best: 945.95 best obj: 945.95(5) mean: 1141.23, max: 1308.00
Date: 08-08 at 18:11:32, iter: 11, new3, Khoo: 735.8, current_best: 945.95 best obj: 945.95(5) mean: 1077.52, max: 1314.93
Date: 08-08 at 18:12:51, iter: 12, new3, Khoo: 735.8, current_best: 945.95 best obj: 945.95(5) mean: 1054.89, max: 1353.19
Date: 08-08 at 18:14:12, iter: 13, new3, Khoo: 735.8, current_best: 941.99 best obj: 941.99(6) mean: 975.30, max: 1030.41
Date: 08-08 at 18:15:01, iter: 14, new3, Khoo: 735.8, current_best: 900.43 best obj: 900.43(6) mean: 1065.59, max: 1156.54
Date: 08-08 at 18:15:52, iter: 15, new3, Khoo: 735.8, current_best: 876.40 best obj: 876.40(6) mean: 1093.85, max: 1197.56
Date: 08-08 at 18:16:59, iter: 16, new3, Khoo: 735.8, current_best: 870.72 best obj: 870.72(6) mean: 1091.43, max: 1215.29
Date: 08-08 at 18:18:19, iter: 17, new3, Khoo: 735.8, current_best: 870.72 best obj: 870.72(6) mean: 908.33, max: 1033.26
Date: 08-08 at 18:19:56, iter: 18, new3, Khoo: 735.8, current_best: 870.72 best obj: 870.72(6) mean: 906.39, max: 962.40
Date: 08-08 at 18:20:44, iter: 19, new3, Khoo: 735.8, current_best: 870.72 best obj: 870.72(6) mean: 938.67, max: 981.21
Date: 08-08 at 18:21:37, iter: 21, new3, Khoo: 735.8, current_best: 870.72 best obj: 870.72(6) mean: 1021.30, max: 1203.66
Date: 08-08 at 18:22:53, iter: 22, new3, Khoo: 735.8, current_best: 863.78 best obj: 863.78(6) mean: 915.64, max: 1142.54
Date: 08-08 at 18:24:29, iter: 23, new3, Khoo: 735.8, current_best: 856.97 best obj: 856.97(6) mean: 905.16, max: 1066.70
Date: 08-08 at 18:25:59, iter: 24, new3, Khoo: 735.8, current_best: 856.97 best obj: 856.97(6) mean: 927.70, max: 1079.88
Date: 08-08 at 18:27:48, iter: 25, new3, Khoo: 735.8, current_best: 856.97 best obj: 856.97(6) mean: 879.31, max: 977.27
Date: 08-08 at 18:29:07, iter: 26, new3, Khoo: 735.8, current_best: 839.98 best obj: 839.98(6) mean: 878.89, max: 964.84
Date: 08-08 at 18:30:36, iter: 27, new3, Khoo: 735.8, current_best: 838.97 best obj: 838.97(6) mean: 866.45, max: 992.65
Date: 08-08 at 18:32:14, iter: 28, new3, Khoo: 735.8, current_best: 838.97 best obj: 838.97(6) mean: 861.38, max: 913.87
Date: 08-08 at 18:33:25, iter: 29, new3, Khoo: 735.8, current_best: 838.97 best obj: 838.97(6) mean: 929.38, max: 1022.03
Date: 08-08 at 18:34:42, iter: 30, new3, Khoo: 735.8, current_best: 838.97 best obj: 838.97(6) mean: 874.03, max: 1012.24
Date: 08-08 at 18:35:58, iter: 31, new3, Khoo: 735.8, current_best: 836.05 best obj: 836.05(7) mean: 860.71, max: 915.22
Date: 08-08 at 18:37:10, iter: 32, new3, Khoo: 735.8, current_best: 836.05 best obj: 836.05(7) mean: 905.54, max: 970.91
Date: 08-08 at 18:38:14, iter: 33, new3, Khoo: 735.8, current_best: 836.05 best obj: 836.05(7) mean: 918.69, max: 973.24
Date: 08-08 at 18:39:25, iter: 34, new3, Khoo: 735.8, current_best: 836.05 best obj: 836.05(7) mean: 936.85, max: 965.33
Date: 08-08 at 18:41:12, iter: 36, new3, Khoo: 735.8, current_best: 836.05 best obj: 836.05(7) mean: 1017.62, max: 1265.60
Date: 08-08 at 18:42:26, iter: 37, new3, Khoo: 735.8, current_best: 836.05 best obj: 836.05(7) mean: 929.10, max: 1149.00
Date: 08-08 at 18:43:46, iter: 38, new3, Khoo: 735.8, current_best: 834.40 best obj: 834.40(6) mean: 901.42, max: 986.66
Date: 08-08 at 18:45:21, iter: 39, new3, Khoo: 735.8, current_best: 834.40 best obj: 834.40(6) mean: 881.53, max: 952.95
Date: 08-08 at 18:46:42, iter: 40, new3, Khoo: 735.8, current_best: 834.40 best obj: 834.40(6) mean: 875.75, max: 962.06
Date: 08-08 at 18:48:01, iter: 41, new3, Khoo: 735.8, current_best: 834.40 best obj: 834.40(6) mean: 872.36, max: 898.84
Date: 08-08 at 18:49:17, iter: 43, new3, Khoo: 735.8, current_best: 834.40 best obj: 834.40(6) mean: 1050.91, max: 1343.86
Date: 08-08 at 18:50:34, iter: 44, new3, Khoo: 735.8, current_best: 834.40 best obj: 834.40(6) mean: 922.93, max: 1273.29
