Date: 07-04 at 02:08:25, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1846.27(7) mean: 3566.63, max: 4768.64
Date: 07-04 at 02:09:23, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1722.08(7) mean: 2873.56, max: 3956.21
Date: 07-04 at 02:10:30, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1688.77(13) mean: 2607.66, max: 3597.89
Date: 07-04 at 02:11:46, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1606.88(12) mean: 2256.83, max: 3283.12
Date: 07-04 at 02:13:02, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1601.06(12) mean: 2286.96, max: 3299.91
Date: 07-04 at 02:14:17, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1599.65(12) mean: 2094.58, max: 3002.63
Date: 07-04 at 02:15:41, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1596.07(12) mean: 2041.49, max: 2810.34
Date: 07-04 at 02:17:01, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1596.07(12) mean: 1982.71, max: 2586.98
Date: 07-04 at 02:18:16, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1596.07(12) mean: 2047.56, max: 2656.33
Date: 07-04 at 02:19:31, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1596.07(12) mean: 1834.16, max: 2238.82
Date: 07-04 at 02:21:01, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1596.07(12) mean: 1751.35, max: 2161.10
Date: 07-04 at 02:22:25, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1596.07(12) mean: 1754.93, max: 1893.83
