Date: 09-08 at 06:03:56, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 6405.08(24), mean: 8997.09, max: 9445.37
Date: 09-08 at 06:09:58, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5927.71(23), mean: 8983.38, max: 9489.46
Date: 09-08 at 06:15:56, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5685.69(23), mean: 8905.95, max: 9415.79
Date: 09-08 at 06:22:00, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5644.91(23), mean: 8817.66, max: 9306.82
Date: 09-08 at 06:28:06, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5644.91(23), mean: 8804.71, max: 9219.44
Date: 09-08 at 06:34:07, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5644.91(23), mean: 8770.29, max: 9243.18
Date: 09-08 at 06:40:14, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5644.91(23), mean: 8407.46, max: 9320.07
Date: 09-08 at 06:46:06, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5644.91(23), mean: 7913.19, max: 9063.86
Date: 09-08 at 06:52:22, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5644.91(23), mean: 7185.58, max: 9256.37
Date: 09-08 at 06:58:03, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5644.91(23), mean: 6950.88, max: 9331.58
Date: 09-08 at 07:03:54, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5598.74(29), mean: 6873.67, max: 9265.77
Date: 09-08 at 07:09:27, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5538.90(29), mean: 6660.81, max: 9097.88
Date: 09-08 at 07:15:35, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5535.14(29), mean: 6651.70, max: 9080.29
Date: 09-08 at 07:21:42, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5535.14(29), mean: 6417.57, max: 8537.39
Date: 09-08 at 07:27:39, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5535.14(29), mean: 6476.45, max: 8538.93
Date: 09-08 at 07:34:00, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5535.14(29), mean: 6148.19, max: 7081.24
Date: 09-08 at 07:40:02, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5535.14(29), mean: 6177.63, max: 7208.71
Date: 09-08 at 07:46:21, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5535.14(29), mean: 6418.64, max: 7633.73
Date: 09-08 at 07:52:21, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5535.14(29), mean: 6123.16, max: 6949.93
Date: 09-08 at 07:58:18, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5535.14(29), mean: 6134.90, max: 6741.44
Date: 09-08 at 08:05:09, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5493.62(32), mean: 5657.59, max: 5769.07
Date: 09-08 at 08:11:26, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5440.57(32), mean: 5678.03, max: 5830.46
Date: 09-08 at 08:17:18, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5423.19(32), mean: 5723.01, max: 5929.90
Date: 09-08 at 08:22:40, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(32), mean: 5813.17, max: 6016.36
Date: 09-08 at 08:28:06, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5842.89, max: 6093.27
Date: 09-08 at 08:33:28, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5965.50, max: 6255.22
Date: 09-08 at 08:39:26, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5717.87, max: 6298.92
Date: 09-08 at 08:45:18, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5623.32, max: 5726.69
Date: 09-08 at 08:51:04, #particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5881.75, max: 6484.95
Date: 09-08 at 08:56:31, #particle: 15, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5967.32, max: 6427.39
Date: 09-08 at 09:01:58, #particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6004.33, max: 6391.17
Date: 09-08 at 09:07:36, #particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6041.68, max: 6473.96
Date: 09-08 at 09:13:40, #particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5893.01, max: 6764.21
Date: 09-08 at 09:19:36, #particle: 15, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 9884.92, max: 11143.38
Date: 09-08 at 09:25:32, #particle: 15, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6266.70, max: 6642.20
Date: 09-08 at 09:31:11, #particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6356.40, max: 6684.46
Date: 09-08 at 09:36:30, #particle: 15, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6561.68, max: 7154.43
Date: 09-08 at 09:41:53, #particle: 15, iter: 44, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6619.65, max: 7254.39
Date: 09-08 at 09:47:27, #particle: 15, iter: 45, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6624.63, max: 7265.61
Date: 09-08 at 09:52:48, #particle: 15, iter: 46, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6782.99, max: 7349.49
Date: 09-08 at 09:58:28, #particle: 15, iter: 48, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6887.54, max: 7954.16
Date: 09-08 at 10:03:51, #particle: 15, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6954.57, max: 7969.86
Date: 09-08 at 10:09:42, #particle: 15, iter: 51, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 9734.41, max: 10900.83
Date: 09-08 at 10:15:28, #particle: 15, iter: 52, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6157.80, max: 6437.42
Date: 09-08 at 10:21:07, #particle: 15, iter: 54, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6405.84, max: 6849.48
Date: 09-08 at 10:26:46, #particle: 15, iter: 55, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5847.68, max: 6442.25
Date: 09-08 at 10:32:03, #particle: 15, iter: 56, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5945.78, max: 6292.91
Date: 09-08 at 10:37:24, #particle: 15, iter: 57, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6031.00, max: 6381.24
Date: 09-08 at 10:42:38, #particle: 15, iter: 59, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6347.10, max: 6706.90
Date: 09-08 at 10:48:17, #particle: 15, iter: 60, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 5974.14, max: 6682.88
Date: 09-08 at 10:53:37, #particle: 15, iter: 61, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6062.04, max: 6802.77
Date: 09-08 at 10:59:53, #particle: 15, iter: 63, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 9597.79, max: 11030.71
Date: 09-08 at 11:06:07, #particle: 15, iter: 65, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6619.60, max: 7125.17
Date: 09-08 at 11:11:28, #particle: 15, iter: 66, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6623.59, max: 7140.12
Date: 09-08 at 11:16:35, #particle: 15, iter: 67, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6679.93, max: 7225.64
Date: 09-08 at 11:21:53, #particle: 15, iter: 68, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6702.93, max: 7289.73
Date: 09-08 at 11:27:14, #particle: 15, iter: 70, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6960.82, max: 7821.19
Date: 09-08 at 11:32:36, #particle: 15, iter: 71, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 6997.22, max: 7835.90
Date: 09-08 at 11:38:19, #particle: 15, iter: 72, fix: false, local: true, cut car: true, new generate: true, Khoo: 4784.11, best obj: 5373.83(31), mean: 7009.02, max: 7892.75
