Date: 07-02 at 16:06:49, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 2000.08(20) mean: 2935.36, max: 3260.91
Date: 07-02 at 16:07:56, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1894.40(20) mean: 2898.44, max: 3293.81
Date: 07-02 at 16:09:08, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1830.05(20) mean: 2535.87, max: 3324.83
Date: 07-02 at 16:10:14, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1744.52(18) mean: 2552.75, max: 3360.03
Date: 07-02 at 16:11:20, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1740.75(17) mean: 2567.72, max: 3382.01
Date: 07-02 at 16:12:24, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1740.75(17) mean: 2577.69, max: 3341.25
Date: 07-02 at 16:13:35, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1740.75(17) mean: 2192.59, max: 3295.52
Date: 07-02 at 16:14:49, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1740.75(17) mean: 1910.28, max: 2114.40
Date: 07-02 at 16:15:52, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1740.75(17) mean: 1923.90, max: 2174.83
Date: 07-02 at 16:17:09, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1740.75(17) mean: 1896.69, max: 2034.97
Date: 07-02 at 16:18:13, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1740.75(17) mean: 1956.92, max: 2134.57
Date: 07-02 at 16:19:15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1623.58 best obj: 1740.75(17) mean: 1978.90, max: 2156.15
