Date: 07-07 at 02:51:49, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1466.14(17) mean: 2399.63, max: 2950.01
Date: 07-07 at 02:53:08, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1360.02(16) mean: 2379.18, max: 2923.52
Date: 07-07 at 02:54:31, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1356.57(16) mean: 2345.94, max: 2828.78
Date: 07-07 at 02:56:02, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1356.57(16) mean: 1668.51, max: 2699.53
Date: 07-07 at 02:57:29, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1356.57(16) mean: 1668.08, max: 2698.17
Date: 07-07 at 02:58:57, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1356.57(16) mean: 1567.08, max: 2696.17
Date: 07-07 at 03:00:21, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1356.57(16) mean: 1542.86, max: 2711.51
Date: 07-07 at 03:01:51, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1345.29(17) mean: 1376.08, max: 1445.14
Date: 07-07 at 03:02:57, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1343.58(17) mean: 1437.95, max: 1513.18
Date: 07-07 at 03:04:14, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1343.58(17) mean: 1455.74, max: 1548.18
Date: 07-07 at 03:05:30, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1343.58(17) mean: 1484.14, max: 1607.14
Date: 07-07 at 03:07:01, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1343.58(17) mean: 1427.98, max: 1640.20
Date: 07-07 at 03:08:18, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1343.58(17) mean: 1444.68, max: 1678.68
Date: 07-07 at 03:09:47, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1343.58(17) mean: 1463.79, max: 1585.24
Date: 07-07 at 03:11:07, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1343.58(17) mean: 1484.67, max: 1625.69
Date: 07-07 at 03:12:45, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1343.58(17) mean: 1408.95, max: 1630.93
Date: 07-07 at 03:14:14, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1331.17(18) mean: 1398.73, max: 1499.66
Date: 07-07 at 03:15:38, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1322.47(18) mean: 1398.14, max: 1529.02
Date: 07-07 at 03:17:05, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1302.52(17) mean: 1414.02, max: 1539.41
Date: 07-07 at 03:18:24, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1302.52(17) mean: 1408.99, max: 1529.57
Date: 07-07 at 03:19:58, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1302.52(17) mean: 1359.15, max: 1407.36
Date: 07-07 at 03:21:19, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1302.52(17) mean: 1365.58, max: 1402.65
Date: 07-07 at 03:22:49, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1302.52(17) mean: 1365.64, max: 1434.87
Date: 07-07 at 03:24:09, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1301.15(17) mean: 1351.33, max: 1398.20
Date: 07-07 at 03:25:23, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1299.15(17) mean: 1363.82, max: 1431.68
Date: 07-07 at 03:26:40, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1297.66(17) mean: 1327.89, max: 1381.17
Date: 07-07 at 03:27:48, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1289.27(16) mean: 1357.41, max: 1425.72
Date: 07-07 at 03:29:12, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1289.27(16) mean: 1379.24, max: 1481.95
Date: 07-07 at 03:30:44, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1289.27(16) mean: 1326.28, max: 1376.83
Date: 07-07 at 03:32:01, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1286.73(16) mean: 1337.18, max: 1416.17
Date: 07-07 at 03:33:12, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1286.73(16) mean: 1321.14, max: 1419.47
Date: 07-07 at 03:34:29, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1286.73(16) mean: 1314.17, max: 1368.07
Date: 07-07 at 03:35:50, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1286.60(16) mean: 1312.39, max: 1419.79
Date: 07-07 at 03:37:04, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1286.60(16) mean: 1309.83, max: 1350.30
Date: 07-07 at 03:38:38, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1286.60(16) mean: 1303.61, max: 1328.36
