Date: 07-07 at 06:47:49, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1488.75(18) mean: 2356.03, max: 2936.90
Date: 07-07 at 06:49:12, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1400.77(17) mean: 1890.25, max: 2919.66
Date: 07-07 at 06:50:28, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1386.45(17) mean: 1767.92, max: 2909.90
Date: 07-07 at 06:51:41, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1381.90(17) mean: 1689.79, max: 2846.92
Date: 07-07 at 06:53:01, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1355.04(17) mean: 1578.06, max: 2764.89
Date: 07-07 at 06:54:12, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1333.21(16) mean: 1605.78, max: 2702.01
Date: 07-07 at 06:55:32, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1329.29(16) mean: 1622.70, max: 2587.29
Date: 07-07 at 06:57:00, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1319.50(17) mean: 1386.83, max: 1460.17
Date: 07-07 at 06:58:22, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1285.10(16) mean: 1416.25, max: 1475.74
Date: 07-07 at 06:59:38, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1285.10(16) mean: 1410.51, max: 1505.46
Date: 07-07 at 07:00:52, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1275.56(16) mean: 1334.75, max: 1424.43
Date: 07-07 at 07:02:07, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.51(16) mean: 1317.01, max: 1358.32
Date: 07-07 at 07:03:29, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.20(16) mean: 1316.33, max: 1374.12
Date: 07-07 at 07:04:37, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.20(16) mean: 1345.44, max: 1396.31
Date: 07-07 at 07:05:58, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.20(16) mean: 1359.95, max: 1423.75
Date: 07-07 at 07:07:21, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1267.58(16) mean: 1297.30, max: 1330.67
Date: 07-07 at 07:08:43, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.93(16) mean: 1308.83, max: 1366.05
Date: 07-07 at 07:10:05, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.93(16) mean: 1296.18, max: 1351.80
Date: 07-07 at 07:11:19, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.93(16) mean: 1310.74, max: 1371.67
Date: 07-07 at 07:12:47, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.93(16) mean: 1303.15, max: 1340.09
Date: 07-07 at 07:14:03, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.93(16) mean: 1296.39, max: 1339.25
Date: 07-07 at 07:15:30, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.93(16) mean: 1292.62, max: 1320.02
Date: 07-07 at 07:16:57, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.92(15) mean: 1307.68, max: 1371.51
Date: 07-07 at 07:18:06, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.92(15) mean: 1306.69, max: 1367.73
Date: 07-07 at 07:19:26, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.92(15) mean: 1300.13, max: 1363.71
Date: 07-07 at 07:20:35, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.92(15) mean: 1315.79, max: 1395.75
Date: 07-07 at 07:21:52, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.92(15) mean: 1278.60, max: 1319.19
Date: 07-07 at 07:23:10, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1265.92(15) mean: 1277.15, max: 1314.30
