Date: 07-06 at 22:58:18, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1455.83(17) mean: 2397.27, max: 2923.51
Date: 07-06 at 22:59:53, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1363.24(17) mean: 2251.70, max: 2944.55
Date: 07-06 at 23:01:32, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1338.92(16) mean: 1947.48, max: 2828.07
Date: 07-06 at 23:03:06, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1336.72(16) mean: 1884.13, max: 2773.14
Date: 07-06 at 23:04:34, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1332.53(16) mean: 1707.99, max: 2719.26
Date: 07-06 at 23:06:13, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1332.53(16) mean: 1492.52, max: 1746.78
Date: 07-06 at 23:07:51, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1332.53(16) mean: 1409.76, max: 1517.28
Date: 07-06 at 23:09:35, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1332.53(16) mean: 1372.92, max: 1424.08
Date: 07-06 at 23:11:16, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1295.10(16) mean: 1371.55, max: 1426.00
Date: 07-06 at 23:12:47, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1280.64(16) mean: 1357.08, max: 1447.10
Date: 07-06 at 23:14:10, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1279.70(16) mean: 1380.48, max: 1472.24
Date: 07-06 at 23:15:50, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.90(16) mean: 1402.84, max: 1490.51
Date: 07-06 at 23:17:21, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.84(16) mean: 1354.30, max: 1403.41
Date: 07-06 at 23:18:50, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.84(16) mean: 1395.29, max: 1449.53
Date: 07-06 at 23:20:28, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1270.84(16) mean: 1330.44, max: 1423.85
Date: 07-06 at 23:22:11, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1325.81, max: 1409.16
Date: 07-06 at 23:23:37, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1367.71, max: 1452.88
Date: 07-06 at 23:24:58, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1400.47, max: 1488.68
Date: 07-06 at 23:26:44, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1338.52, max: 1400.12
Date: 07-06 at 23:28:19, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1328.36, max: 1425.72
Date: 07-06 at 23:29:44, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1373.42, max: 1492.73
Date: 07-06 at 23:31:23, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1329.47, max: 1392.14
Date: 07-06 at 23:32:54, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1350.78, max: 1443.05
Date: 07-06 at 23:34:32, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1331.45, max: 1398.64
Date: 07-06 at 23:36:08, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1315.71, max: 1370.75
Date: 07-06 at 23:37:49, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1316.02, max: 1395.09
Date: 07-06 at 23:39:21, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1268.32(16) mean: 1302.22, max: 1399.87
Date: 07-06 at 23:40:55, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.10(16) mean: 1304.16, max: 1425.81
Date: 07-06 at 23:42:28, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1213.62 best obj: 1266.10(16) mean: 1287.92, max: 1362.03
