Date: 12-15 at 22:11:45, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1754.41(18), mean: 2715.92, max: 3589.53
Date: 12-15 at 22:12:53, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1666.55(17), mean: 2654.88, max: 3528.73
Date: 12-15 at 22:14:03, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1622.06(17), mean: 2166.31, max: 3248.56
Date: 12-15 at 22:15:17, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1619.00(17), mean: 1729.78, max: 1877.49
Date: 12-15 at 22:16:17, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1616.78(17), mean: 1780.99, max: 1951.17
Date: 12-15 at 22:17:27, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1616.78(17), mean: 1700.06, max: 1774.82
Date: 12-15 at 22:18:32, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1604.92(16), mean: 1728.44, max: 1840.61
Date: 12-15 at 22:19:31, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1566.71(16), mean: 1763.42, max: 1888.29
Date: 12-15 at 22:20:35, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1752.31, max: 1936.98
Date: 12-15 at 22:21:44, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1711.83, max: 1968.10
Date: 12-15 at 22:22:48, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1661.26, max: 1912.81
Date: 12-15 at 22:23:50, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1716.93, max: 1869.25
Date: 12-15 at 22:24:57, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1614.17, max: 1739.58
Date: 12-15 at 22:26:05, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1649.75, max: 1831.61
Date: 12-15 at 22:27:09, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1685.14, max: 1877.43
Date: 12-15 at 22:28:11, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1678.03, max: 1891.77
Date: 12-15 at 22:29:12, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1688.08, max: 1950.63
Date: 12-15 at 22:30:24, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1673.42, max: 1957.07
Date: 12-15 at 22:31:25, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23, best obj: 1555.42(16), mean: 1651.51, max: 1788.44
