Date: 01-19 at 00:38:09, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1281.19(12), mean: 2192.95, max: 2604.36
Date: 01-19 at 00:39:13, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1185.49(14), mean: 1974.64, max: 2586.53
Date: 01-19 at 00:40:15, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1127.40(12), mean: 1967.68, max: 2569.09
Date: 01-19 at 00:41:18, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1117.67(12), mean: 1946.86, max: 2536.52
Date: 01-19 at 00:42:22, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1117.24(12), mean: 1926.66, max: 2569.63
Date: 01-19 at 00:43:29, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1117.00(12), mean: 1713.34, max: 2523.34
Date: 01-19 at 00:44:34, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1117.00(12), mean: 1225.76, max: 1323.65
Date: 01-19 at 00:45:40, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1086.64(13), mean: 1177.71, max: 1286.13
Date: 01-19 at 00:46:41, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.77(13), mean: 1207.11, max: 1326.59
Date: 01-19 at 00:47:43, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.77(12), mean: 1191.94, max: 1289.19
Date: 01-19 at 00:48:46, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.77(12), mean: 1132.63, max: 1185.10
Date: 01-19 at 00:49:51, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.77(12), mean: 1151.91, max: 1211.43
Date: 01-19 at 00:50:55, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.77(12), mean: 1135.03, max: 1234.19
Date: 01-19 at 00:51:58, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.77(12), mean: 1254.66, max: 1461.85
Date: 01-19 at 00:53:01, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.77(12), mean: 1300.11, max: 1477.64
Date: 01-19 at 00:54:04, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.77(12), mean: 1130.46, max: 1167.88
Date: 01-19 at 00:55:08, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1059.63(12), mean: 1147.40, max: 1205.20
Date: 01-19 at 00:56:08, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1220.59, max: 1302.28
Date: 01-19 at 00:57:11, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1122.70, max: 1186.25
Date: 01-19 at 00:58:16, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1158.37, max: 1259.12
Date: 01-19 at 00:59:17, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1167.35, max: 1317.22
Date: 01-19 at 01:00:21, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1153.79, max: 1339.92
Date: 01-19 at 01:01:21, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1289.52, max: 1526.47
Date: 01-19 at 01:02:25, #particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1309.65, max: 1479.79
Date: 01-19 at 01:03:26, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1291.97, max: 1476.11
Date: 01-19 at 01:04:30, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1041.90(12), mean: 1222.07, max: 1459.05
Date: 01-19 at 01:05:33, #particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1040.94(12), mean: 1241.94, max: 1660.39
Date: 01-19 at 01:06:35, #particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 953.63, best obj: 1040.94(12), mean: 1190.11, max: 1688.36
