Date: 12-01 at 06:30:10, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1370.44(5), mean: 2890.50, max: 3461.43
Date: 12-01 at 06:30:42, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1312.38(5), mean: 2335.78, max: 3049.52
Date: 12-01 at 06:31:19, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1307.01(5), mean: 1840.44, max: 2285.28
Date: 12-01 at 06:31:57, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1292.04(5), mean: 1341.32, max: 1419.81
Date: 12-01 at 06:32:40, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1217.60(7), mean: 1403.32, max: 1555.85
Date: 12-01 at 06:33:24, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1198.15(7), mean: 1389.56, max: 1530.86
Date: 12-01 at 06:34:02, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1181.91(7), mean: 1424.90, max: 1584.93
Date: 12-01 at 06:34:45, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1160.37(7), mean: 1246.06, max: 1502.41
Date: 12-01 at 06:35:31, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1156.82(7), mean: 1272.08, max: 1532.03
Date: 12-01 at 06:36:15, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1156.82(7), mean: 1267.11, max: 1397.40
Date: 12-01 at 06:36:50, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1156.82(7), mean: 1285.00, max: 1422.43
Date: 12-01 at 06:37:44, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1156.82(7), mean: 1241.00, max: 1404.45
Date: 12-01 at 06:38:43, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1156.82(7), mean: 1201.64, max: 1274.63
Date: 12-01 at 06:39:28, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1127.15(7), mean: 1177.84, max: 1227.17
Date: 12-01 at 06:40:11, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1126.19(7), mean: 1225.35, max: 1287.41
Date: 12-01 at 06:40:48, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1126.19(7), mean: 1241.93, max: 1309.52
Date: 12-01 at 06:41:34, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1126.19(7), mean: 1176.53, max: 1315.31
Date: 12-01 at 06:42:16, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1091.83(7), mean: 1164.15, max: 1341.47
Date: 12-01 at 06:42:59, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1091.83(7), mean: 1148.80, max: 1230.99
Date: 12-01 at 06:43:38, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1091.83(7), mean: 1127.38, max: 1184.67
Date: 12-01 at 06:44:27, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1091.83(7), mean: 1111.97, max: 1165.35
Date: 12-01 at 06:45:04, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1085.86(7), mean: 1114.98, max: 1204.75
Date: 12-01 at 06:45:49, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1084.45(7), mean: 1104.35, max: 1143.27
Date: 12-01 at 06:46:31, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1084.45(7), mean: 1107.54, max: 1167.91
Date: 12-01 at 06:47:16, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1084.45(7), mean: 1102.23, max: 1143.72
Date: 12-01 at 06:48:03, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1084.45(7), mean: 1112.45, max: 1173.66
Date: 12-01 at 06:48:46, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.22(7), mean: 1091.33, max: 1112.59
Date: 12-01 at 06:49:19, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.22(7), mean: 1116.79, max: 1155.86
Date: 12-01 at 06:50:09, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.22(7), mean: 1091.69, max: 1108.01
Date: 12-01 at 06:51:00, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.22(7), mean: 1107.00, max: 1123.31
Date: 12-01 at 06:51:42, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.22(7), mean: 1090.79, max: 1114.81
Date: 12-01 at 06:52:28, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.22(7), mean: 1098.90, max: 1146.74
Date: 12-01 at 06:53:18, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.22(7), mean: 1088.86, max: 1106.66
Date: 12-01 at 06:54:07, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.16(7), mean: 1087.38, max: 1106.66
Date: 12-01 at 06:54:55, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.16(7), mean: 1087.38, max: 1106.66
Date: 12-01 at 06:55:38, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1082.16(7), mean: 1107.29, max: 1134.65
Date: 12-01 at 06:56:24, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1093.85, max: 1132.08
Date: 12-01 at 06:57:13, #particle: 15, iter: 38, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1090.55, max: 1126.28
Date: 12-01 at 06:57:57, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1086.56, max: 1105.26
Date: 12-01 at 06:58:51, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1083.22, max: 1103.59
Date: 12-01 at 06:59:36, #particle: 15, iter: 41, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1081.77, max: 1081.77
Date: 12-01 at 07:00:28, #particle: 15, iter: 42, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1081.77, max: 1081.77
Date: 12-01 at 07:01:18, #particle: 15, iter: 43, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1081.77, max: 1081.77
Date: 12-01 at 07:02:11, #particle: 15, iter: 44, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1081.77, max: 1081.77
Date: 12-01 at 07:03:00, #particle: 15, iter: 45, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1081.77, max: 1081.77
Date: 12-01 at 07:03:58, #particle: 15, iter: 46, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1081.77, max: 1081.77
Date: 12-01 at 07:04:45, #particle: 15, iter: 47, fix: false, local: true, cut car: false, new generate: false, Khoo: 1034.35, best obj: 1081.77(8), mean: 1081.77, max: 1081.77
