Date: 08-09 at 22:48:14, iter: 1, new3, Khoo: 1461.23, current_best: 1738.08 best obj: 1738.08(16) mean: 2518.89, max: 3415.86
Date: 08-09 at 22:51:01, iter: 2, new3, Khoo: 1461.23, current_best: 1642.49 best obj: 1642.49(16) mean: 2316.89, max: 3256.58
Date: 08-09 at 22:53:53, iter: 3, new3, Khoo: 1461.23, current_best: 1625.62 best obj: 1625.62(16) mean: 2087.71, max: 3243.77
Date: 08-09 at 22:56:33, iter: 4, new3, Khoo: 1461.23, current_best: 1624.53 best obj: 1624.53(16) mean: 2041.57, max: 2907.87
Date: 08-09 at 22:59:28, iter: 5, new3, Khoo: 1461.23, current_best: 1624.53 best obj: 1624.53(16) mean: 2107.56, max: 2951.63
Date: 08-09 at 23:02:42, iter: 6, new3, Khoo: 1461.23, current_best: 1624.53 best obj: 1624.53(16) mean: 1926.44, max: 2880.23
Date: 08-09 at 23:05:41, iter: 7, new3, Khoo: 1461.23, current_best: 1624.53 best obj: 1624.53(16) mean: 1736.84, max: 1968.54
Date: 08-09 at 23:08:37, iter: 8, new3, Khoo: 1461.23, current_best: 1590.43 best obj: 1590.43(16) mean: 1692.30, max: 1838.19
Date: 08-09 at 23:11:17, iter: 9, new3, Khoo: 1461.23, current_best: 1589.00 best obj: 1589.00(16) mean: 1702.38, max: 1856.30
Date: 08-09 at 23:14:03, iter: 10, new3, Khoo: 1461.23, current_best: 1589.00 best obj: 1589.00(16) mean: 1727.60, max: 1892.46
Date: 08-09 at 23:16:43, iter: 11, new3, Khoo: 1461.23, current_best: 1589.00 best obj: 1589.00(16) mean: 1815.34, max: 1899.49
Date: 08-09 at 23:19:21, iter: 12, new3, Khoo: 1461.23, current_best: 1589.00 best obj: 1589.00(16) mean: 1806.91, max: 1965.76
Date: 08-09 at 23:22:17, iter: 13, new3, Khoo: 1461.23, current_best: 1553.62 best obj: 1553.62(17) mean: 1680.49, max: 1805.96
Date: 08-09 at 23:24:47, iter: 14, new3, Khoo: 1461.23, current_best: 1533.64 best obj: 1533.64(15) mean: 1757.08, max: 1891.31
Date: 08-09 at 23:27:29, iter: 15, new3, Khoo: 1461.23, current_best: 1533.64 best obj: 1533.64(15) mean: 1782.25, max: 1962.68
Date: 08-09 at 23:30:22, iter: 16, new3, Khoo: 1461.23, current_best: 1533.64 best obj: 1533.64(15) mean: 1704.66, max: 1941.56
Date: 08-09 at 23:33:17, iter: 17, new3, Khoo: 1461.23, current_best: 1533.64 best obj: 1533.64(15) mean: 1668.15, max: 1777.98
Date: 08-09 at 23:36:01, iter: 19, new3, Khoo: 1461.23, current_best: 1533.64 best obj: 1533.64(15) mean: 1781.92, max: 2292.61
Date: 08-09 at 23:38:44, iter: 20, new3, Khoo: 1461.23, current_best: 1506.72 best obj: 1506.72(15) mean: 1680.94, max: 2134.48
Date: 08-09 at 23:41:31, iter: 21, new3, Khoo: 1461.23, current_best: 1506.69 best obj: 1506.69(15) mean: 1619.37, max: 1702.74
Date: 08-09 at 23:44:04, iter: 22, new3, Khoo: 1461.23, current_best: 1505.50 best obj: 1505.50(15) mean: 1647.96, max: 1780.63
Date: 08-09 at 23:46:37, iter: 23, new3, Khoo: 1461.23, current_best: 1502.76 best obj: 1502.76(15) mean: 1680.80, max: 1822.08
Date: 08-09 at 23:49:20, iter: 24, new3, Khoo: 1461.23, current_best: 1502.76 best obj: 1502.76(15) mean: 1606.32, max: 1691.93
Date: 08-09 at 23:52:09, iter: 25, new3, Khoo: 1461.23, current_best: 1502.76 best obj: 1502.76(15) mean: 1633.64, max: 1735.56
Date: 08-09 at 23:55:09, iter: 26, new3, Khoo: 1461.23, current_best: 1502.76 best obj: 1502.76(15) mean: 1615.95, max: 1740.89
Date: 08-09 at 23:57:55, iter: 28, new3, Khoo: 1461.23, current_best: 1502.76 best obj: 1502.76(15) mean: 1711.95, max: 2077.07
Date: 08-10 at 00:00:34, iter: 29, new3, Khoo: 1461.23, current_best: 1502.76 best obj: 1502.76(15) mean: 1687.88, max: 2099.36
