Date: 08-11 at 13:51:21, iter: 1, new3, Khoo: 1518.58, current_best: 1891.63 best obj: 1891.63(19) mean: 2691.51, max: 3389.24
Date: 08-11 at 13:53:01, iter: 2, new3, Khoo: 1518.58, current_best: 1777.23 best obj: 1777.23(19) mean: 2668.04, max: 3357.57
Date: 08-11 at 13:54:44, iter: 3, new3, Khoo: 1518.58, current_best: 1763.26 best obj: 1763.26(19) mean: 2437.03, max: 3407.11
Date: 08-11 at 13:56:24, iter: 4, new3, Khoo: 1518.58, current_best: 1763.26 best obj: 1763.26(19) mean: 2286.15, max: 3298.33
Date: 08-11 at 13:58:05, iter: 5, new3, Khoo: 1518.58, current_best: 1754.87 best obj: 1754.87(19) mean: 2297.79, max: 3262.79
Date: 08-11 at 13:59:47, iter: 6, new3, Khoo: 1518.58, current_best: 1737.39 best obj: 1737.39(19) mean: 2265.53, max: 3180.31
Date: 08-11 at 14:01:25, iter: 7, new3, Khoo: 1518.58, current_best: 1737.39 best obj: 1737.39(19) mean: 2292.46, max: 3199.88
Date: 08-11 at 14:03:06, iter: 8, new3, Khoo: 1518.58, current_best: 1737.39 best obj: 1737.39(19) mean: 2318.95, max: 3225.62
Date: 08-11 at 14:04:49, iter: 9, new3, Khoo: 1518.58, current_best: 1737.39 best obj: 1737.39(19) mean: 2014.71, max: 2821.32
Date: 08-11 at 14:06:31, iter: 11, new3, Khoo: 1518.58, current_best: 1737.39 best obj: 1737.39(19) mean: 2110.34, max: 2978.30
Date: 08-11 at 14:08:15, iter: 12, new3, Khoo: 1518.58, current_best: 1730.68 best obj: 1730.68(19) mean: 1931.35, max: 2319.65
Date: 08-11 at 14:09:52, iter: 13, new3, Khoo: 1518.58, current_best: 1684.25 best obj: 1684.25(18) mean: 1846.98, max: 2308.80
Date: 08-11 at 14:11:30, iter: 14, new3, Khoo: 1518.58, current_best: 1679.55 best obj: 1679.55(18) mean: 1869.09, max: 2304.02
Date: 08-11 at 14:13:10, iter: 15, new3, Khoo: 1518.58, current_best: 1678.25 best obj: 1678.25(18) mean: 1796.53, max: 1937.16
Date: 08-11 at 14:14:46, iter: 16, new3, Khoo: 1518.58, current_best: 1678.25 best obj: 1678.25(18) mean: 1829.95, max: 1996.14
Date: 08-11 at 14:16:32, iter: 17, new3, Khoo: 1518.58, current_best: 1673.35 best obj: 1673.35(19) mean: 1748.26, max: 1826.00
Date: 08-11 at 14:18:11, iter: 18, new3, Khoo: 1518.58, current_best: 1639.58 best obj: 1639.58(17) mean: 1780.32, max: 1866.98
Date: 08-11 at 14:19:50, iter: 19, new3, Khoo: 1518.58, current_best: 1637.29 best obj: 1637.29(17) mean: 1792.91, max: 1880.17
Date: 08-11 at 14:21:32, iter: 20, new3, Khoo: 1518.58, current_best: 1637.29 best obj: 1637.29(17) mean: 1777.73, max: 1885.26
Date: 08-11 at 14:23:12, iter: 21, new3, Khoo: 1518.58, current_best: 1637.29 best obj: 1637.29(17) mean: 1764.32, max: 1947.14
Date: 08-11 at 14:24:44, iter: 22, new3, Khoo: 1518.58, current_best: 1637.29 best obj: 1637.29(17) mean: 1804.03, max: 1905.50
Date: 08-11 at 14:26:32, iter: 24, new3, Khoo: 1518.58, current_best: 1637.29 best obj: 1637.29(17) mean: 1829.15, max: 2023.17
