Date: 11-06 at 12:54:55, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1448.10(15), mean: 2372.42, max: 2829.43
Date: 11-06 at 12:56:11, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1401.68(15), mean: 2402.43, max: 2884.84
Date: 11-06 at 12:57:32, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1375.71(14), mean: 2170.72, max: 2701.54
Date: 11-06 at 12:58:52, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1355.86(14), mean: 1734.16, max: 2499.82
Date: 11-06 at 13:00:09, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1294.82(13), mean: 1778.86, max: 2494.39
Date: 11-06 at 13:01:29, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1291.57(13), mean: 1693.94, max: 2441.95
Date: 11-06 at 13:02:47, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1291.57(13), mean: 1706.53, max: 2450.01
Date: 11-06 at 13:04:06, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1291.57(13), mean: 1407.22, max: 1687.80
Date: 11-06 at 13:05:23, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1291.57(13), mean: 1357.63, max: 1423.14
Date: 11-06 at 13:06:43, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1291.57(13), mean: 1373.52, max: 1482.10
Date: 11-06 at 13:08:02, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1288.28(13), mean: 1337.94, max: 1455.52
Date: 11-06 at 13:09:14, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1282.62(12), mean: 1409.70, max: 1539.06
Date: 11-06 at 13:10:30, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1117.53, best obj: 1278.74(13), mean: 1379.40, max: 1523.10
