Date: 11-03 at 21:07:01, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 1096.78(7), mean: 3060.57, max: 3875.56
Date: 11-03 at 21:08:23, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 921.58(7), mean: 2350.02, max: 3072.88
Date: 11-03 at 21:09:49, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 884.38(6), mean: 2064.67, max: 2777.71
Date: 11-03 at 21:11:11, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 877.31(6), mean: 1431.72, max: 2366.22
Date: 11-03 at 21:12:34, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 763.95(7), mean: 1127.56, max: 1678.89
Date: 11-03 at 21:13:57, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 716.21(6), mean: 938.11, max: 1418.28
Date: 11-03 at 21:15:17, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 704.22(5), mean: 789.96, max: 894.56
Date: 11-03 at 21:16:38, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 671.68(4), mean: 746.00, max: 793.95
Date: 11-03 at 21:18:01, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 671.68(4), mean: 748.21, max: 819.18
Date: 11-03 at 21:19:20, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 671.68(4), mean: 733.27, max: 835.70
Date: 11-03 at 21:20:46, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 671.68(4), mean: 736.00, max: 834.43
Date: 11-03 at 21:22:10, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 671.68(4), mean: 726.10, max: 789.08
Date: 11-03 at 21:23:35, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 671.68(4), mean: 726.64, max: 808.54
Date: 11-03 at 21:24:48, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 671.68(4), mean: 709.16, max: 753.72
Date: 11-03 at 21:26:03, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 588.49, best obj: 671.68(4), mean: 709.72, max: 743.11
